dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0062436,Effects of meprobamate on fear and palmar sweating,complete,REVIEW,topic_unclear,,Study of meprobamate effects on anxiety and fear; no environmental hazard mentioned.,{},{},title_abstract,,
D0062488,Recent earth movements in the Middle East,complete,REVIEW,topic_unclear,flood,Geological paper describes sea inundation of cultivated areas due to tectonic movements; only possible hazard is flood.,"{""flood"":""EXCLUDE""}","{""flood"":""not_human_empirical""}",title_abstract,,
D0062500,Effect of cooling the anterior chest wall on the T wave of the electrocardiogram,complete,REVIEW,topic_unclear,temperature,Human experimental study using ice bag on chest wall; manufactured cold exposure relevant to temperature topic.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0062550,Intra‐clothing climate,complete,REVIEW,topic_unclear,temperature,Focuses on personal microclimate and thermal well-being rather than ambient temperature hazard; routed for possible wrong_exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0062560,The effect of contour‐cultivation on runoff,complete,REVIEW,topic_unclear,flood,Contour-cultivation effects on runoff and erosion for flood control; no health or other hazard.,"{""flood"":""EXCLUDE""}","{""flood"":""not_human_empirical""}",title_abstract,,
D0062570,Emotional release in a Polynesian community,complete,REVIEW,topic_unclear,cyclone,"Mentions hurricane season and anxiety/emotional expression; likely cultural, needs review.","{""cyclone"":""EXCLUDE""}","{""cyclone"":""not_human_empirical""}",title_abstract,,
D0062666,"Determinants of perceived air pollution annoyance and association between annoyance scores and air pollution (PM2.5, NO2) concentrations in the European EXPOLIS study",complete,REVIEW,topic_unclear,,Perceived air pollution annoyance and wellbeing; no listed hazard topic.,{},{},title_abstract,,
D0062698,"""Home-sick"": The effect of a child's environment on health",complete,REVIEW,title_only_unclear,,Title vague; no eligible hazard or measured outcome specified.,{},{},title_only,REVIEW,NA
D0062704,Self-immolation a common suicidal behaviour in eastern Sri Lanka,complete,REVIEW,topic_unclear,,Self-immolation and suicidal behaviour study; no climate-related hazard topic identified.,{},{},title_abstract,,
D0062820,Reactivity and vulnerability to stress-associated risk for upper respiratory illness,complete,REVIEW,topic_unclear,,"Study of stress, immunity, and respiratory infection; no environmental hazard exposure topic identified. Human stress-related but not linked to a named climate hazard.",{},{},title_abstract,,
D0062832,A new model of individual differences in hemodynamic profile and blood pressure reactivity,complete,REVIEW,topic_unclear,temperature,"Cold pressor task is manufactured cold exposure; human physiology study, no mental health signal.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0062852,Biometeorology: What it is and how it affects our health,complete,REVIEW,title_only_unclear,,Title suggests a general overview; insufficient information without abstract.,{},{},title_only,REVIEW,NA
D0062879,Linking emissions to admissions,complete,REVIEW,title_only_unclear,,Title too vague; no abstract available.,{},{},title_only,REVIEW,NA
D0062890,Emergency mental health management in bioterrorism events,complete,REVIEW,topic_unclear,,Bioterrorism event with mental health sequelae; no natural hazard topic registered.,{},{},title_abstract,,
D0062925,"Fear in children and adolescents: Relations with negative life events, attributional style, and avoidant coping",complete,REVIEW,topic_unclear,,No registered hazard topic; study of residential fire survivors with fear and coping outcomes.,{},{},title_abstract,,
D0062935,Treatment of acute and post-traumatic stress disorder in firefighters,complete,REVIEW,title_only_unclear,,Title suggests treatment for PTSD in firefighters; no abstract; exposure and design unclear.,{},{},title_only,REVIEW,NA
D0062936,"Burning fingers, but where is the fire? [19]",complete,REVIEW,title_only_unclear,,"No abstract; title ambiguous, possibly related to mental health or fire but insufficient information.",{},{},title_only,REVIEW,NA
D0062946,Precautions and suggestions for pemphigus patients,complete,REVIEW,topic_unclear,temperature,Cites exposure to heat as one of several environmental triggers for pemphigus; ambiguous temperature relevance.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0063031,Mental stress opposes endothelium-dependent vasodilation in young healthy individuals,complete,REVIEW,topic_unclear,temperature,Laboratory cold pressor test and mental stress study in healthy volunteers; no environmental hazard topic except manufactured cold.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0063104,Leading to drug abuse,complete,REVIEW,title_only_unclear,,"Title is too vague; no hazard, outcome, or design information is apparent.",{},{},title_only,REVIEW,NA
D0063123,Firesafe but not failsafe,complete,REVIEW,title_only_unclear,,"Title ambiguous, no abstract available.",{},{},title_only,REVIEW,NA
D0063128,Calm under pressure and fear under fire: Personal experience of a medical officer,complete,REVIEW,topic_unclear,,Mentions natural disasters generally but no named hazard; focuses on war and ER triage with anxiety and coping.,{},{},title_abstract,,
D0063148,Pain expression and stimulus localisation in individuals with Down's syndrome,complete,REVIEW,topic_unclear,temperature,Study examines pain response to cold stimuli in Down's syndrome; manufactured thermal exposure triggers temperature module review.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0063192,A smoke cloud of confusion.,complete,REVIEW,title_only_unclear,,Title alone ambiguous; no clear exposure or outcome.,{},{},title_only,REVIEW,NA
D0063314,Psychological impact of the Antarctic winter on Indian expeditioners,complete,REVIEW,topic_unclear,,Study on psychological impact of Antarctic winter and isolation; no named hazard topic.,{},{},title_abstract,,
D0063334,"Characteristics of smokers' attitudes towards stopping: Survey of 10,295 smokers in representative samples from 17 European countries",complete,REVIEW,topic_unclear,,Record about smokers' attitudes towards stopping; no natural hazard or climate-related topic mentioned.,{},{},title_abstract,,
D0063351,Going up in smoke.,complete,REVIEW,title_only_unclear,,"Title ambiguous, no abstract; could relate to wildfire smoke but insufficient info.",{},{},title_only,REVIEW,NA
D0063363,Deployment and operation of a medical psychological emergency team in the aftermath of a catastrophe: The first 100 hours,complete,REVIEW,topic_unclear,,Psychiatric crisis response after an unnamed disaster; no specific hazard topic named.,{},{},title_abstract,,
D0063411,A prospective study on the epidemiology of burns in patients admitted to the Harare burn units,complete,REVIEW,topic_unclear,,Burn epidemiology study with parasuicidal burns; no named climate or weather hazard topic present.,{},{},title_abstract,,
D0063413,On beyond LTP,complete,REVIEW,title_only_unclear,,"Title is vague ('On beyond LTP'), no abstract provided; unclear relevance to climate hazards or mental health.",{},{},title_only,REVIEW,NA
D0063415,Emergency department hazardous materials protocol for contaminated patients,complete,REVIEW,topic_unclear,,Hazardous materials protocol for ED; no climate-related hazard topics present.,{},{},title_abstract,,
D0063424,Images of God used by self-injurious burn patients,complete,REVIEW,topic_unclear,,"Self-inflicted burning study, no environmental hazard mentioned; mental health focus.",{},{},title_abstract,,
D0063595,Yet another smoke(less) screen?,complete,REVIEW,title_only_unclear,,"Title alone is too ambiguous regarding hazard, outcome, and design.",{},{},title_only,REVIEW,NA
D0063640,Non-invasive investigation of endothelium-dependent dilatation of the brachial artery in women with primary Raynaud's phenomenon,complete,REVIEW,topic_unclear,temperature,Manufactured cold exposure study in humans; temperature is plausible but as experimental stimulus.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0063681,Predictors of analogue post-traumatic intrusive cognitions,complete,REVIEW,topic_unclear,,Analogue trauma study using fire film; no named natural hazard topic.,{},{},title_abstract,,
D0063703,The validation of a self-report measure of posttraumatic stress disorder: The posttraumatic diagnostic scale,complete,REVIEW,topic_unclear,,"PTSD scale validation; only lists generic traumas including natural disaster and fire, no specific hazard exposure studied.",{},{},title_abstract,,
D0063726,Modulating effects of a cold water stimulus on opioid effects in volunteers,complete,REVIEW,topic_unclear,temperature,Manufactured thermal stimulus in opioid study; likely wrong exposure for temperature module.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0063748,Differential aspects of sandplay with 10- and 11-year-old children,complete,REVIEW,topic_unclear,,Study on child emotional distress via sandplay; no named environmental hazard topic.,{},{},title_abstract,,
D0063754,Patterns of injury mortality among Athabascan Indians in interior Alaska 1977-1987.,complete,REVIEW,topic_unclear,temperature,"Hypothermia in cold Alaska suggests possible cold exposure, but the study focuses on general injury mortality rather than temperature explicitly.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0063769,Reduced dietary potassium reversibly enhances vasopressor response to stress in African Americans,complete,REVIEW,topic_unclear,temperature,Cold stress is induced as a laboratory challenge; not ambient environmental exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0063789,Development and behaviour therapy of an obsession with being infected with BSE - A single-case study of a patient with obsessive-compulsive disorder,complete,REVIEW,topic_unclear,,No natural hazard topic; single-case study of OCD obsession with BSE infection.,{},{},title_abstract,,
D0063799,Smoke signals,complete,REVIEW,title_only_unclear,,"Title is ambiguous, no clear exposure or outcome.",{},{},title_only,REVIEW,NA
D0063805,Cold and post-traumatic pain: Modeling of the peripheral nerve message,complete,REVIEW,topic_unclear,temperature,Cold exposure and winter worsen post-traumatic nerve pain; environmental cold plausible but laboratory/model context.,"{""temperature"":""EXCLUDE""}","{""temperature"":""not_human_empirical""}",title_abstract,,
D0063882,Behavior-specific genes?,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available; cannot assess eligibility.,{},{},title_only,REVIEW,NA
D0063896,Stress responses of emergency services personnel to the Loma Prieta earthquake Interstate 880 freeway collapse and control traumatic incidents,complete,REVIEW,topic_unclear,,"Earthquake disaster not in registered hazard topics; mental health signals present, so human review needed.",{},{},title_abstract,,
D0063897,Psychoactive smoke,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available.,{},{},title_only,REVIEW,NA
D0063899,The influence of acculturation on endocrine reactivity during acute stress in urban black males,complete,REVIEW,topic_unclear,temperature,Laboratory study uses cold pressor test; no natural environmental hazard mentioned.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0063904,Gender does not influence sympathetic neural reactivity to stress in healthy humans,complete,REVIEW,topic_unclear,temperature,Uses cold pressor test as laboratory stressor; no environmental hazard mentioned.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0063917,Epidemiology of occupation and coronary heart disease: Research agenda,complete,REVIEW,topic_unclear,temperature,Occupational CHD review mentions heat and cold as risk factors; not clearly environmental temperature topic.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0063987,Kluver-Bucy syndrome following heat stroke in a 12-year-old girl,complete,REVIEW,topic_unclear,temperature,"Case report of Kluver-Bucy syndrome after heat stroke; temperature is plausible, with human and mental health signals.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0064002,NIMH: Caught in the line of fire without a General,complete,REVIEW,title_only_unclear,,Title is cryptic; no clear exclusion criterion or eligibility signal.,{},{},title_only,REVIEW,NA
D0064014,Post-heatstroke parkinsonism and cerebellar dysfunction,complete,REVIEW,topic_unclear,temperature,Case report of parkinsonism and cerebellar dysfunction following heat stroke.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0064057,Uriah Heep syndrome,complete,REVIEW,title_only_unclear,,Title-only; 'Uriah Heep syndrome' is ambiguous and lacks explicit hazard/mental-health context.,{},{},title_only,REVIEW,NA
D0064075,The smoldering ashes of a human fire.,complete,REVIEW,title_only_unclear,,No abstract; title is ambiguous and provides no clear evidence for any gate.,{},{},title_only,REVIEW,NA
D0064092,Post-traumatic stress disorder in victims of civilian trauma and criminal violence,complete,REVIEW,topic_unclear,,"General PTSD/civilian trauma; only generic 'disaster' mention, no named hazard.",{},{},title_abstract,,
D0064147,Profile of female firesetters. Implications for treatment,complete,REVIEW,topic_unclear,,Study of female arsonists' psychological profiles; no named environmental hazard topic.,{},{},title_abstract,,
D0064167,"Safety, health and hygiene in agriculture",complete,REVIEW,topic_unclear,temperature,"Agriculture safety review lists heat and cold among hazards, plus mental stress.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0064198,Post-traumatic stress disorder,complete,REVIEW,topic_unclear,,PTSD paper mentions civil disasters but no named hazard topic; human mental health signal clear.,{},{},title_abstract,,
D0064200,Occupational health concerns of firefighting,complete,REVIEW,title_only_unclear,,"Title suggests occupational health of firefighters, unclear if related to wildfire exposure or mental health outcomes.",{},{},title_only,REVIEW,NA
D0064251,Neural control of human skin blood flow,complete,REVIEW,topic_unclear,temperature,Cutaneous vascular regulation under cold/warm conditions; temperature present as experimental stimulus.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0064268,Post-traumatic stress disorder,complete,REVIEW,title_only_unclear,,"Title only names a mental disorder; no exposure, design, or empirical signal available.",{},{},title_only,REVIEW,NA
D0064326,"Type A behavior pattern, parental history of hypertension, and cardiovascular reactivity in college males.",complete,REVIEW,topic_unclear,temperature,"Laboratory cold pressor task indicates thermal exposure, not ambient weather.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0064359,Identifying survivors at risk: Long-term impairment following the Beverly Hills Supper Club fire,complete,REVIEW,topic_unclear,,No registered hazard topic; structural fire with mental health follow-up.,{},{},title_abstract,,
D0064363,"Alcohol-associated teenage deaths: United States, 1980",complete,REVIEW,topic_unclear,temperature,Deaths from exposure to weather suggest possible ambient temperature-related hazard.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0064534,Flooding treatment of phobias: Does chronic diazepam increase effectiveness?,complete,REVIEW,topic_unclear,,No environmental hazard; 'flooding' is a therapy technique for phobias.,{},{},title_abstract,,
D0064577,Roussy Levy syndrome with psychosis,complete,REVIEW,topic_unclear,,Case report of psychosis with Roussy Levy syndrome; no environmental hazard topic.,{},{},title_abstract,,
D0064597,Are clinical trials required.,complete,REVIEW,title_only_unclear,,"Title provides no evident exposure, outcome, or design information.",{},{},title_only,REVIEW,NA
D0064622,Heart rate and the concept of circulatory load,complete,REVIEW,topic_unclear,temperature,Theoretical ergonomics paper mentions extreme climates as workload but is not an epidemiological temperature study.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0064627,Flight into the wilderness as a psychiatric syndrome: Some aspects of the human ecology of the arid zone,complete,REVIEW,topic_unclear,,Psychiatric syndrome about fleeing to wilderness/arid zone; no named environmental hazard topic.,{},{},title_abstract,,
D0064665,Trigeminal heart reflex,complete,REVIEW,topic_unclear,temperature,Controlled cold-water facial immersion triggers cardiac reflex; not clearly environmental temperature.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0064712,Sex differences in trauma and posttraumatic stress disorder: A quantitative review of 25 years of research,complete,REVIEW,topic_unclear,,"Study of sex differences in PTSD; only generic disaster or fire mentioned, no named hazard.",{},{},title_abstract,,
D0064714,"Smoke, smoke, smoke that cigarette",complete,REVIEW,title_only_unclear,,"Title is ambiguous ('smoke' unclear), no abstract; cannot determine eligibility.",{},{},title_only,REVIEW,NA
D0064867,Steps in the right direction,complete,REVIEW,title_only_unclear,,"Title is too vague to determine hazard, outcome, or design; no abstract available.",{},{},title_only,REVIEW,NA
D0064870,Non-invasive methods and stimuli for evaluating the skin's microcirculation,complete,REVIEW,topic_unclear,temperature,Review of microcirculation methods using thermal stimuli; not clearly environmental temperature.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0064884,Increased suicidal risk among smoking schizophrenia patients,complete,REVIEW,topic_unclear,,No environmental hazard topic mentioned; study on smoking and suicide risk in schizophrenia patients.,{},{},title_abstract,,
D0064937,Post-disaster mental health problems and the utilization of mental health services: A four-year longitudinal comparative study,complete,REVIEW,topic_unclear,,Fireworks disaster study; mentions mental health but no registered environmental hazard topic.,{},{},title_abstract,,
D0064976,Flawed methods [1],complete,REVIEW,title_only_unclear,,Title lacks clear eligibility information; no abstract available.,{},{},title_only,REVIEW,NA
D0065001,Still in the line of fire.,complete,REVIEW,title_only_unclear,,Title is vague and insufficient to determine relevance to climate hazard and mental health.,{},{},title_only,REVIEW,NA
D0065015,Prevalence of posttraumatic stress disorder symptoms in firefighters,complete,REVIEW,topic_unclear,,"No named hazard topic; PTSD in firefighters, requiring human review for potential hazard attribution.",{},{},title_abstract,,
D0065086,Disease watch,complete,REVIEW,title_only_unclear,,Title 'Disease watch' is vague and does not indicate clear eligibility or exclusion.,{},{},title_only,REVIEW,NA
D0065089,Creative healing through artistic symbols,complete,REVIEW,topic_unclear,,"Mental health and human population present but hazard is unnamed ('disaster'), requiring review.",{},{},title_abstract,,
D0065096,Thinking under fire,complete,REVIEW,title_only_unclear,,Title alone is ambiguous; could relate to stress/cognition but no clear hazard or outcome.,{},{},title_only,REVIEW,NA
D0065101,Natural and unnatural triggers of myocardial infarction,complete,REVIEW,topic_unclear,,"Mentions earthquakes and blizzards as triggers, not registered topics; also mentions anxiety/depression.",{},{},title_abstract,,
D0065102,"Of smoke, mirrors, and passive-aggressive behaviors",complete,REVIEW,title_only_unclear,,"Title is ambiguous; no clear hazard, outcome, or design can be determined.",{},{},title_only,REVIEW,NA
D0065225,If only it were simple,complete,REVIEW,title_only_unclear,,"Title provides no information on topic, exposure, outcome, or design.",{},{},title_only,REVIEW,NA
D0065307,A young man with a headache,complete,REVIEW,title_only_unclear,,Title lacks mention of climate hazard or mental health outcome; insufficient information.,{},{},title_only,REVIEW,NA
D0065326,SAPALDIA 2: The cohort continues,complete,REVIEW,title_only_unclear,,"Title only; no clear exclusion, hazard, or outcome signal.",{},{},title_only,REVIEW,NA
D0065336,"Epidemiology of tropical cyclones: The dynamics of disaster, disease, and development",complete,REVIEW,title_only_unclear,,"Title suggests an epidemiological overview of cyclones; unclear if original empirical study or review, and outcome not specified.",{},{},title_only,REVIEW,NA
D0065362,Competing outcomes,complete,REVIEW,title_only_unclear,,Title provides insufficient information to determine eligibility; no clear exclusion or inclusion criterion.,{},{},title_only,REVIEW,NA
D0065374,Responding to terrorism in the USA: Firefighters share experiences in their own words,complete,REVIEW,topic_unclear,,Firefighters' terrorism response experiences; no natural hazard topic present.,{},{},title_abstract,,
D0065384,Environmental neurotoxins,complete,REVIEW,title_only_unclear,,Title only; no eligible hazard or mental-health outcome specified.,{},{},title_only,REVIEW,NA
D0065421,Metal stress consequences on frost hardiness of plants at northern high latitudes: A review and hypothesis,complete,REVIEW,topic_unclear,temperature,"Plant frost hardiness under metal stress addresses cold temperature, but no human population.","{""temperature"":""EXCLUDE""}","{""temperature"":""not_human_empirical""}",title_abstract,,
D0065455,Factors associated with the development of panic attack and panic disorder: Survey in the Japanese population,complete,REVIEW,topic_unclear,temperature,"Panic disorder study associates living in longer winter with risk, indicating ambient cold exposure.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_design""}",title_abstract,,
D0065456,Fire and behavior: Exploring intrapsychic trauma in arson survivors,complete,REVIEW,topic_unclear,,Arson survivor trauma; no natural hazard topic registered.,{},{},title_abstract,,
D0065463,Jet lag and air travel: Implications for performance,complete,REVIEW,topic_unclear,temperature,"Jet lag article mentions heat stress and high ambient temperature, but temperature is not the focus.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0065475,"Medical considerations in triathlon competition: Recommendations for triathlon organisers, competitors and coaches",complete,REVIEW,topic_unclear,temperature,"Triathlon medical review discusses temperature-related risks (heat, cold water) but not as population hazard study.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0065508,Mental trauma lingers in tsunami's wake,complete,REVIEW,title_only_unclear,,Title suggests tsunami-related mental trauma but hazard eligibility unclear; no abstract.,{},{},title_only,REVIEW,NA
D0065567,"Self-inflicted burns fatalities in Manipal, India",complete,REVIEW,topic_unclear,,"Study of suicide by burning; no named natural hazard topic, so review needed despite mental health signal.",{},{},title_abstract,,
D0065571,Medicolegal issues in sports medicine,complete,REVIEW,topic_unclear,temperature,Reviews heat illness as a sports medicine medicolegal issue; possible environmental heat association.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0065575,Passive body heating ameliorates sleep disturbances in patients with vascular dementia without circadian phase-shifting,complete,REVIEW,topic_unclear,temperature,Manufactured thermal intervention (hot water bath) in human sleep study; not environmental temperature; no mental-health outcome.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0065577,Keeping the fire alive.,complete,REVIEW,title_only_unclear,,"Title is ambiguous; no clear indication of hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0065581,"Chronic bronchitis, cigarette smoking, and the subsequent onset of depression and anxiety: Results from a prospective population-based cohort study",complete,REVIEW,topic_unclear,,"Study of chronic bronchitis, smoking, and mental health with no environmental hazard exposure.",{},{},title_abstract,,
D0065623,Effects of sock type on foot skin temperature and thermal demand during exercise,complete,REVIEW,topic_unclear,temperature,Manufactured thermal study of sock types on body temperature; no environmental hazard.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0065686,Young infants' morbidity and exposure to fine particles in a region with two power plants,complete,REVIEW,topic_unclear,temperature,"PM2.5 respiratory effects study; temperature only as covariate, low topical relevance.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0065693,Pathological factors underlying hyperthermia,complete,REVIEW,topic_unclear,temperature,Review of hyperthermia pathophysiology that explicitly mentions environmental heat and metabolic heat imbalance.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0065700,Science weathers the storms,complete,REVIEW,title_only_unclear,,"Title is vague, mentions storms but no clear hazard-outcome or study design; insufficient to exclude",{},{},title_only,REVIEW,NA
D0065742,"Perceptual illusion of ""paradoxical heat"" engages the insular cortex",complete,REVIEW,topic_unclear,temperature,Human neuroscience study of paradoxical heat perception; not environmental temperature exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0065823,"Proof of the mysterious efficacy of ginseng: Basic and clinical trials: Clinical effects of medical ginseng, Korean red ginseng: Specifically its anti-stress action for prevention of disease",complete,REVIEW,topic_unclear,temperature,Study of ginseng anti-stress effects mentions cold environment as stressor; topic relevance ambiguous.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0065883,Smoking status and psychosocioeconomic outcomes of functional restoration in patients with chronic spinal disability,complete,REVIEW,topic_unclear,,"No named environmental hazard; focus is smoking and functional restoration outcomes, with depression signals.",{},{},title_abstract,,
D0065895,"Learning Not to Fear, Faster",complete,REVIEW,title_only_unclear,,"Title unclear, no abstract; potential relevance uncertain.",{},{},title_only,REVIEW,NA
D0065928,Neglected diseases brought in from the cold,complete,REVIEW,title_only_unclear,,Title ambiguous; no clear mental-health or climate-hazard link indicated.,{},{},title_only,REVIEW,NA
D0065932,Mood change after anaesthesia with remifentanil or alfentanil,complete,REVIEW,topic_unclear,,No environmental hazard topic; study examines postoperative mood and shivering related to anaesthesia.,{},{},title_abstract,,
D0065961,The air law payoff,complete,REVIEW,title_only_unclear,,Title too vague to determine eligibility; no abstract available.,{},{},title_only,REVIEW,NA
D0065963,Being There,complete,REVIEW,topic_unclear,,"September 11 terrorist attack, not a natural hazard; post-traumatic stress mentioned.",{},{},title_abstract,,
D0065970,Withdrawal symptoms and other effects in young hashish smokers,complete,REVIEW,topic_unclear,,Study of hashish withdrawal symptoms; no natural hazard topic mentioned.,{},{},title_abstract,,
D0065995,The National Children's Study: A critical national investment,complete,REVIEW,title_only_unclear,,"Title alone lacks hazard, outcome, and design details; unclear if eligible.",{},{},title_only,REVIEW,NA
D0066041,A softer view of hardening,complete,REVIEW,title_only_unclear,,Title alone is vague; no clear hazard or outcome signal.,{},{},title_only,REVIEW,NA
D0066048,"Cannabis psychosis, smoke and fire",complete,REVIEW,title_only_unclear,,"Title ambiguous; possible cannabis-related psychosis and smoke/fire, unclear if eligible climate hazard or outcome.",{},{},title_only,REVIEW,NA
D0066110,Clinical facts & curios,complete,REVIEW,title_only_unclear,,Title is too vague to determine relevance; no abstract available.,{},{},title_only,REVIEW,NA
D0066140,Fast Track to Atlantis,complete,REVIEW,title_only_unclear,,Title provides no clear evidence of eligible exposure or outcome.,{},{},title_only,REVIEW,NA
D0066175,Out in the cold.,complete,REVIEW,title_only_unclear,,Title is ambiguous and no abstract provided.,{},{},title_only,REVIEW,NA
D0066218,Posttraumatic distress and coping strategies among rescue workers after an earthquake,complete,REVIEW,topic_unclear,,Earthquake-related rescue work and psychiatric distress; no registered hazard topic assigned; human review needed.,{},{},title_abstract,,
D0066219,Finger cold-induced vasodilation: A review,complete,REVIEW,topic_unclear,temperature,"Human thermoregulatory physiology review on cold-induced vasodilation; likely manufactured cold-exposure study, not ambient temperature.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0066239,Looking for the trigger,complete,REVIEW,title_only_unclear,,Title too vague to determine eligibility; no abstract available.,{},{},title_only,REVIEW,NA
D0066326,The impact of climate change on child health,complete,REVIEW,topic_unclear,temperature,Broad climate change and child health review with heat stroke mention and psychosocial impacts.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0066338,Working in permanent hypoxia for fire protection-impact on health,complete,REVIEW,topic_unclear,,"Record discusses hypoxia in fire-protected rooms, no named climate or weather hazard topic.",{},{},title_abstract,,
D0066351,Aging research: The future face of environmental health,complete,REVIEW,title_only_unclear,,Title is vague regarding specific hazard and mental health outcome; no abstract to evaluate eligibility.,{},{},title_only,REVIEW,NA
D0066370,The CORONIS Trial: International study of caesarean section surgical techniques,complete,REVIEW,topic_unclear,flood,Mentions flooding as natural disaster affecting trial follow-up.,"{""flood"":""EXCLUDE""}","{""flood"":""non_original""}",title_abstract,,
D0066384,Norway's trauma,complete,REVIEW,title_only_unclear,,"Title alone provides no clear exposure, outcome, or design information.",{},{},title_only,REVIEW,NA
D0066395,Salutogenesis and culture: Personal and community sense of coherence among adolescents belonging to three different cultural groups,complete,REVIEW,topic_unclear,wildfire,"The fire mentioned is ambiguous but plausibly a wildfire, studied in relation to stress among adolescents.","{""wildfire"":""EXCLUDE""}","{""wildfire"":""wrong_design""}",title_abstract,,
D0066445,In this issue,complete,REVIEW,title_only_unclear,,Title is generic and provides insufficient information for eligibility screening.,{},{},title_only,REVIEW,NA
D0066449,Evidence for thalamic involvement in the thermal grill illusion: An fmri study,complete,REVIEW,topic_unclear,temperature,"Thermal grill illusion uses lab-controlled warm/cold stimuli; not environmental temperature, but flagged for wrong-exposure review.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0066453,The thermal grill illusion and what is painful about it,complete,REVIEW,topic_unclear,temperature,"Human laboratory thermal grill study; manufactured temperature exposure, not an environmental hazard.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0066571,Study on the 24 solar terms distribution of hospital admissions for acute myocardial infarction in Beijing,complete,REVIEW,topic_unclear,temperature,"Seasonal variation in AMI admissions across solar terms, suggesting ambient temperature influence but not measured.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0066604,Physician-diagnosed respiratory conditions and mental health symptoms 7-9 years following the World Trade Center disaster,complete,REVIEW,topic_unclear,,WTC disaster rescue workers' respiratory and mental health; no named environmental hazard topic.,{},{},title_abstract,,
D0066634,Prevalence and incidence of high risk for obstructive sleep apnea in World Trade Center-exposed rescue/recovery workers,complete,REVIEW,topic_unclear,,WTC-exposed workers study; no natural hazard topic; PTSD symptoms present.,{},{},title_abstract,,
D0066667,Cooling of the scalp to prevent anticancer chemotherapy-induced alopecia,complete,REVIEW,topic_unclear,temperature,"Manufactured thermal scalp cooling to prevent chemotherapy-induced alopecia, not environmental temperature.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
