dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0052246,A systematic review of mental health and climate change in the Philippines,complete,REVIEW,topic_unclear,,Mental health impacts of climate change outcomes; natural disaster type not specified.,{},{},title_abstract,,
D0052304,Offline: Rethinking the human costs of climate change,complete,REVIEW,title_only_unclear,,Title suggests a commentary/essay rather than empirical research; no abstract to assess exposure/outcome/design.,{},{},title_only,REVIEW,NA
D0052321,August 2024 Bangladesh floods: emerging health risks,complete,REVIEW,title_only_unclear,,"Title suggests floods and health risks but lacks specifics on mental health outcome, design, or original data.",{},{},title_only,REVIEW,NA
D0052405,A multi-dimensional framework for assessing disaster recovery pathways: Lessons and experiences from Germany and Nigeria,complete,REVIEW,topic_unclear,,Disaster recovery pathways after extreme events; specific disaster type is not identified.,{},{},title_abstract,,
D0052464,Wildfires and Human Health,complete,REVIEW,title_only_unclear,,Title mentions wildfire and human health but no abstract; mental health outcome and design unclear.,{},{},title_only,REVIEW,NA
D0052579,Brazil,complete,REVIEW,title_only_unclear,,"Title alone provides no information about exposure, outcome, or design.",{},{},title_only,REVIEW,NA
D0052580,Perception and adaptation to climate change in vulnerable regions,complete,REVIEW,topic_unclear,,Climate change adaptation in vulnerable region; specific extreme climate hazard not identified.,{},{},title_abstract,,
D0052648,Estimating the total effect of anthropogenic climate change on human health and wellbeing,complete,REVIEW,title_only_unclear,,"Title suggests broad climate-health study but lacks specific hazard, outcome, or design information.",{},{},title_only,REVIEW,NA
D0052782,National environmental programs and local social-ecological system change in dryland China: implications for environmental governance,complete,REVIEW,topic_unclear,,Desertification and extreme weather events affect well-being; hazard type not specified.,{},{},title_abstract,,
D0052843,Climate Change,complete,REVIEW,title_only_unclear,,Title is too generic to determine eligibility; no abstract available.,{},{},title_only,REVIEW,NA
D0052881,Floods in south Brazil: more than an environmental crisis,complete,REVIEW,title_only_unclear,,Title suggests flood-related content but no abstract or mental-health/design details.,{},{},title_only,REVIEW,NA
D0052915,"Correction to “Climate change and its impact on the mental health well-being of indigenous women in Western cities, Canada”(Journal of Community & Applied Social Psychology, (2024), 34, (3), (e280), 10.1002/casp.2808)",complete,REVIEW,topic_unclear,,Climate change impacts on mental health; specific climate hazard type unresolved.,{},{},title_abstract,,
D0052937,The Trauma of Leaving All Behind: Climate and Environmental Migration and Children,complete,REVIEW,title_only_unclear,,"Title suggests climate-related migration trauma in children but exposure, outcome, and design are unclear without abstract.",{},{},title_only,REVIEW,NA
D0052983,Unraveling the Missing Piece in Children's Health Equity,complete,REVIEW,title_only_unclear,,"Title is generic about children's health equity, with no clear indication of exposure or outcome.",{},{},title_only,REVIEW,NA
D0052991,Maintaining human wellbeing as socio-environmental systems undergo regime shifts,complete,REVIEW,topic_unclear,,"Wellbeing linked to climate-driven regime shifts, but no specific hazard type identified.",{},{},title_abstract,,
D0053051,Extreme weather events and maternal health in low-income and middle-income countries: a scoping review,complete,REVIEW,topic_unclear,,Scoping review of extreme weather events and maternal health; specific hazard type is not identified.,{},{},title_abstract,,
D0053121,In the heat of the night,complete,REVIEW,title_only_unclear,,"Title only, insufficient information to assess eligibility.",{},{},title_only,REVIEW,NA
D0053124,The way forward is collaborative: Climate change and mental wellbeing,complete,REVIEW,title_only_unclear,,Title mentions climate change and mental wellbeing but design and empirical content unclear; likely a commentary but not clearly ineligible.,{},{},title_only,REVIEW,NA
D0053182,More than just hair,complete,REVIEW,title_only_unclear,,"Title ambiguous, no abstract; cannot determine eligibility.",{},{},title_only,REVIEW,NA
D0053219,Climate Change and Mental Health,complete,REVIEW,title_only_unclear,,Title suggests a broad topic; no abstract to determine eligibility.,{},{},title_only,REVIEW,NA
D0053233,"Climate Change, Extreme Heat, and Health.",complete,REVIEW,title_only_unclear,,Title suggests climate/heat and health but no abstract; potential relevance unclear.,{},{},title_only,REVIEW,NA
D0053267,EXTREME HEAT REDUCES INDIVIDUAL HAPPINESS,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Extreme heat and happiness; design not specified; likely survey analysis with exposure contrast, needs review.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0053399,Climate Changes Health,complete,REVIEW,title_only_unclear,,"Title is too generic to determine eligibility; no clear hazard, outcome, or design information.",{},{},title_only,REVIEW,NA
D0053471,"Climate change, urban vulnerabilities and adaptation in Africa: a scoping review",complete,REVIEW,topic_unclear,,"Scoping review of climate change in African cities; exposure type (e.g., flood, drought) not specified.",{},{},title_abstract,,
D0053559,"Impact of heatwaves, demographics, and environment on hospitalization rates in Paris",complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Heatwaves and hospitalizations, mental health cluster mentioned but abstract incomplete.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0053602,"Heat, water and the fateful photo",complete,REVIEW,title_only_unclear,,"Title is ambiguous; no clear evidence of an eligible hazard, outcome, or empirical design.",{},{},title_only,REVIEW,NA
D0053659,The Effect of Air Pollution and Climate Change on Sleep,complete,REVIEW,topic_unclear,,Climate change and air pollution are the exposures; specific hazard type not identified.,{},{},title_abstract,,
D0053660,Heatwaves and homelessness,complete,REVIEW,title_only_unclear,,Title suggests heatwave exposure but outcome (homelessness) is not clearly mental-health related; insufficient info.,{},{},title_only,REVIEW,NA
D0053702,"Solastalgia, our deteriorating environment, and Spirit of Place",complete,REVIEW,title_only_unclear,,Title suggests solastalgia with environmental deterioration; unclear hazard and design.,{},{},title_only,REVIEW,NA
D0053797,The Health Impacts of Climate Change: Can Whole Health Help Us Cope?,complete,REVIEW,title_only_unclear,,Title suggests climate-health discussion but lacks specific hazard/outcome details.,{},{},title_only,REVIEW,NA
D0054088,"Exposure to climate shocks, poverty and household well-being",complete,REVIEW,eligibility_unclear,drought,"drought: REVIEW - Drought exposure via dry spells and household well-being studied, but survey design and outcome measurement ambiguous.","{""drought"":""REVIEW""}","{""drought"":""NA""}",title_abstract,,
D0054183,Environmental Epidemiology,complete,REVIEW,topic_unclear,temperature|drought,Environmental health overview mentions climate disasters generically; specific disaster type is unidentified.,"{""drought"":""EXCLUDE"",""temperature"":""EXCLUDE""}","{""drought"":""non_original"",""temperature"":""non_original""}",title_abstract,,
D0054307,Geopolitics of mental health in Africa,complete,REVIEW,topic_unclear,,Mental health in humanitarian contexts; climate change mentioned but no specific hazard identified.,{},{},title_abstract,,
D0054375,"To Move or Not to Move? Drought-Related Internal Migration and Voluntary Immobility Among the Hmong Forest Community in Chiang Rai, Northern Thailand",complete,REVIEW,eligibility_unclear,drought,drought: REVIEW - Qualitative exploration of drought-related migration and well-being; outcome and design details need full-text check.,"{""drought"":""REVIEW""}","{""drought"":""NA""}",title_abstract,,
D0054418,Introduction,complete,REVIEW,topic_unclear,,Climate change impacts on well-being; specific hazard type not identified.,{},{},title_abstract,,
D0054559,Addressing risks to mental health from climate change: a policy capacity analysis of England,complete,REVIEW,topic_unclear,,Mental health risks from climate change and extreme weather events; hazard type not specified.,{},{},title_abstract,,
D0054932,Weekly temperature data are sufficient to estimate exposure-response relationships: a boon for health adaptation in low-resource settings,complete,REVIEW,title_only_unclear,,"Title suggests temperature exposure-response methods, no mental health outcome mentioned",{},{},title_only,REVIEW,NA
D0055011,The Use of Bespoke Wearables to Investigate Neurological and Physiological Responses to Microclimate Stressors in Quasi-Formal Academic Contexts,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Microclimate exposure and stress via EDA; mental-health outcome and design unclear.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0055070,Climate change and psychiatry,complete,REVIEW,topic_unclear,temperature|wildfire|drought,"Mental health impacts from heat, drought, fires, and generic extreme weather; extreme weather subtype unresolved.","{""drought"":""EXCLUDE"",""temperature"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""drought"":""non_original"",""temperature"":""non_original"",""wildfire"":""non_original""}",title_abstract,,
D0055091,Neuroscience and Geographic Information Systems to Investigate the Impact of Global Warming on Mood Disorders and Brain Plasticity in Urban Areas,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - GIS study linking land surface temperature to mood disorders, but design and original empirical nature are unclear.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0055228,"Food, climate, and the mind: Food (in)security and climate resilience as social determinants of mental health",complete,REVIEW,eligibility_unclear,drought|flood,drought: EXCLUDE - Single-wave cross-sectional survey with no exposure contrast; cannot estimate drought effect. | flood: REVIEW - Cross-sectional survey with flood/drought exposure and mental health outcome; design eligibility ambiguous.,"{""drought"":""EXCLUDE"",""flood"":""REVIEW""}","{""drought"":""wrong_design"",""flood"":""NA""}",title_abstract,,
D0055241,"Hurricanes and Human Health in Louisiana: Insights from Hurricanes Laura, Delta, and Ida",complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Hurricanes and mental health admissions; design not clearly stated, likely temporal but ambiguous.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0055261,"A systematic review of social, political and geographic factors associated with eco-anxiety in children and young people",complete,REVIEW,topic_unclear,,Eco-anxiety from climate and environmental changes; specific hazard type not identified.,{},{},title_abstract,,
D0055372,"Heat Hurts: The influence of heat stress on subjective wellbeing of urban residents and farmworkers in Florida, USA",complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Study of heat stress and subjective wellbeing but design unspecified.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0055388,Data-driven insights into flood disasters: Evaluating the impact on residents' emotions and living spaces in the Beijing-Tianjin-Hebei region,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Flood severity linked to residents' negative emotions; design ambiguous.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0055487,"Examining the Impact of Disasters on Depression among Older Adults: Insights from the Longitudinal Ageing Study in India (LASI), 2017–18",complete,REVIEW,topic_unclear,,Disaster exposure (natural or man-made) and depression; specific hazard type not identified.,{},{},title_abstract,,
D0055496,"Moderation of social participation in the relationship between disaster exposure and depression among older adults: evidence from LASI Survey, 2017–18",complete,REVIEW,topic_unclear,,Disaster exposure and depression; type of disaster is not identified.,{},{},title_abstract,,
D0055556,Seeing is believing: Understanding the experiences and needs of marginalized communities living through successive disasters using photovoice,complete,REVIEW,topic_unclear,,Successive natural disasters and extreme weather events; specific hazard type not identified.,{},{},title_abstract,,
D0056034,The dual threat of heatwaves and air pollution: Evaluating tourist responses to hot-and-polluted episodes,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Heatwave and air pollution exposure linked to tourists' negative emotions; design unspecified.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0056137,"Landscape Identity, Well-Being, and Climate-Driven Disturbances in Southern Sweden",complete,REVIEW,eligibility_unclear,flood|drought,"flood: EXCLUDE - Qualitative/descriptive study, no exposure contrast to estimate flood effect on well-being. | drought: REVIEW - Study objective on landscape identity and well-being; unclear if drought exposure and measured mental-health outcome.","{""drought"":""REVIEW"",""flood"":""EXCLUDE""}","{""drought"":""NA"",""flood"":""wrong_design""}",title_abstract,,
D0056379,Cortisol and psychological responses to natural disasters,complete,REVIEW,topic_unclear,,"Natural disasters unspecified; mental health outcomes (grief, depression, PTSD) but hazard type unresolved.",{},{},title_abstract,,
D0056396,MENTAL HEALTH IN THE AFTERMATH: SUPPORTING THE 2024 FLOOD AND LANDSLIDES AFFECTED COMMUNITIES IN NEPAL,complete,REVIEW,title_only_unclear,,Title mentions flood and mental health in affected communities; design and empirical nature unclear.,{},{},title_only,REVIEW,NA
D0056522,Extreme Weather and Life Satisfaction: Vulnerabilities and Adaptive Strategies in China,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Cold exposure and life satisfaction studied, but design not clearly stated.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0056763,Scoping Review of Kidney Patients and Providers Perspectives on Disaster Management,complete,REVIEW,topic_unclear,,Kidney patients/providers experiencing natural disasters; disaster type is not specified.,{},{},title_abstract,,
D0056774,"Psychological well-being in the context of climate change, considering the work and housing situation, using the example of Eisenberg (Thuringia)",complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Heat events and well-being studied, but design unclear whether contrast estimates hazard effect.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0056884,"Extreme Weather, Vulnerable Populations, and Mental Health: The Timely Role of AI Interventions",complete,REVIEW,topic_unclear,,Extreme weather/disaster mental health; specific hazard type not identified.,{},{},title_abstract,,
D0056957,"Combined effects of the visual-thermal environment on restorative benefits in hot outdoor public spaces: A case study in Shenzhen, China",complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Visual-thermal environment and restoration study, but design and outcome measurement not clearly specified.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0056997,"Investigating the relationship between spatial morphology, meteorological factors, and elderly people well-being in a traditional algerian village",complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Ambiguous whether measured stress is psychological and design estimates temperature effect.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0057256,Mold Remediation in Homes After Flooding,complete,REVIEW,title_only_unclear,,Title only; possible flood exposure but outcome unclear.,{},{},title_only,REVIEW,NA
D0057264,The relationship of prior flood experience to posttraumatic stress and depression in minority communities after Hurricane Harvey,complete,REVIEW,eligibility_unclear,cyclone|flood,"cyclone: EXCLUDE - Study examines prior flood exposure, not cyclone variation; exposure not eligible. | flood: REVIEW - Cross-sectional post-Harvey survey with prior flood exposure contrast; design not clearly quasi-experimental.","{""cyclone"":""EXCLUDE"",""flood"":""REVIEW""}","{""cyclone"":""wrong_exposure"",""flood"":""NA""}",title_abstract,,
D0057467,Social work for a greener planet: reframing social work skills and education to mitigate the climate crisis,complete,REVIEW,topic_unclear,temperature,Heat plus generic extreme weather/climate-related disasters; non-heat hazard identity unresolved.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0057510,"Should I Have Kids, Given the State of Our Planet?",complete,REVIEW,title_only_unclear,,"Title alone is ambiguous; possible essay or opinion piece, no clear hazard/outcome/design.",{},{},title_only,REVIEW,NA
D0057574,"Temperature highs, climate change salience, and Eco-anxiety: early evidence from the 2022 United Kingdom heatwave",complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Outcome is Google Trends 'worry' search intensity as distress proxy; direct mental-health measure unclear.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0057687,"Urban Climate Change and the Realities of the Poor: Perceptions, Risks and Responses in Bulawayo, Zimbabwe",complete,REVIEW,topic_unclear,,"Climate change exposure and wellbeing; specific hazard type (e.g., drought/flood) not identified.",{},{},title_abstract,,
D0057693,Resilience in the Wake of Disaster: The Role of Social Capital in Mitigating Long-Term Well-Being Losses,complete,REVIEW,topic_unclear,,Natural disaster exposure is generic; specific hazard type unresolved and not covered by any topic.,{},{},title_abstract,,
D0057780,"Exploring Pathways Connecting Climate Change, Health, and Livelihood Loss among Coastal Communities: A Preliminary Qualitative Study from Sierra Leone",complete,REVIEW,topic_unclear,,Coastal climate hazards include storm surges and erosion; hazard identity unresolved; wellbeing outcome.,{},{},title_abstract,,
D0057790,Decoding the Public’s Real-Time Emotional and Cognitive Responses to the Changing Climate on Social Media: Computational Analysis Using Weibo and Meteorological Data,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Computational analysis links extreme hot days to emotional well-being on Weibo; design details unclear.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0057797,Associations Between Extreme Weather Events and Resource Insecurities With HIV Vulnerabilities and Biomedical HIV Prevention Outcomes Among Adolescent Girls and Young Women in Kenya: A Cross-Sectional Analysis,complete,REVIEW,topic_unclear,,Extreme weather events are generic; no specific hazard type identified.,{},{},title_abstract,,
D0057822,Psychotropic prescriptions in the context of extreme heat,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Title suggests heat and psychotropic prescriptions; no abstract to assess design or outcome.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0058145,Humid heat increases mental health risks in a warming world,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Humid heat and mental disorder morbidity, but study design is unstated; needs fuller methods.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0058148,"Toward climate-smart, mental health-safe schools",complete,REVIEW,title_only_unclear,,Title suggests a conceptual or programmatic piece; no abstract; unclear if empirical hazard-outcome study.,{},{},title_only,REVIEW,NA
D0058179,From Fields to Factories: The Silent Epidemic of Climate-Driven Morbidity and Mortality,complete,REVIEW,title_only_unclear,,Title suggests climate-driven morbidity but lacks hazard/outcome detail; no abstract.,{},{},title_only,REVIEW,NA
D0058190,Post-Flood Mental Health Crisis: Neglected Consequences of Natural Disasters,complete,REVIEW,title_only_unclear,,"Title suggests flood exposure and mental health, but no abstract to assess design or empirical status.",{},{},title_only,REVIEW,NA
D0058200,Long-Term Health Implications of the Los Angeles Wildfires and Insights From Military Burn Pit Exposures,complete,REVIEW,title_only_unclear,,Title suggests wildfire health implications but lacks abstract; eligibility unclear.,{},{},title_only,REVIEW,NA
D0058201,The Converging Crises of Extreme Heat and Homelessness,complete,REVIEW,title_only_unclear,,"Title suggests extreme heat and homelessness with possible health/mental health implications, but lacks sufficient detail.",{},{},title_only,REVIEW,NA
D0058255,The Shifting Landscapes of Adolescent Mental Health,complete,REVIEW,title_only_unclear,,"Title suggests a broad commentary or review, but no abstract to confirm; potential relevance unclear.",{},{},title_only,REVIEW,NA
D0058261,Links between climate change and suicidal behavior risks,complete,REVIEW,topic_unclear,,Climate change and weather-related hazards; specific hazard type not identified.,{},{},title_abstract,,
D0058287,The hidden crisis of incarcerated individuals during wildfires,complete,REVIEW,title_only_unclear,,Title suggests wildfire exposure in incarcerated individuals but outcome is unclear.,{},{},title_only,REVIEW,NA
D0058288,The Reply,complete,REVIEW,title_only_unclear,,Title provides no topic information; cannot assess eligibility.,{},{},title_only,REVIEW,NA
D0058306,When bushfires and the climate crisis become the new normal,complete,REVIEW,title_only_unclear,,"Title suggests commentary on bushfire/climate, lacking clear empirical study or outcomes.",{},{},title_only,REVIEW,NA
D0058308,From rising temperature to eco-emotions: exploring the impact of climate change on suicidality,complete,REVIEW,title_only_unclear,,"Potentially relevant title; no abstract, design and empirical basis unclear.",{},{},title_only,REVIEW,NA
D0058309,Los Angeles County in flames: responsibilities on fire,complete,REVIEW,title_only_unclear,,Title suggests wildfire but unclear if original empirical human study; abstract absent.,{},{},title_only,REVIEW,NA
D0058314,Wildfires: what does the evidence say?,complete,REVIEW,title_only_unclear,,No abstract; title suggests evidence review but not explicit; potential wildfire relevance.,{},{},title_only,REVIEW,NA
D0058505,"A syndemic approach to tackling the complexities of mpox, COVID-19 resurgence and seasonal wildfires in Greece",complete,REVIEW,title_only_unclear,,Title suggests a syndemic perspective involving wildfires but no abstract; eligibility unclear.,{},{},title_only,REVIEW,NA
D0058521,Navigating the Climate Crisis: Public Health Challenges and the Role of Community Empowerment,complete,REVIEW,topic_unclear,temperature,Climate chapter mentions rising temperatures and generic natural catastrophes affecting mental health; disaster type unspecified.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0058708,Insights into the impact of ambient heat exposure on the first 1000 days of life,complete,REVIEW,title_only_unclear,,"Title suggests ambient heat exposure, but outcome and design are unclear from title alone.",{},{},title_only,REVIEW,NA
D0058720,The increase of wildfires and their impact: the importance of prevention and measures through the example of Ofunato,complete,REVIEW,title_only_unclear,,Title suggests wildfire prevention/measures; no mental health outcome or empirical design stated.,{},{},title_only,REVIEW,NA
D0058973,Do extreme weather events affect human well-being? Dynamics and key factors from empirical evidence in China,complete,REVIEW,eligibility_unclear,temperature|drought,"temperature: EXCLUDE - Outcome is human well-being at city level, not a measured mental-health/wellbeing construct. | drought: REVIEW - Human well-being outcome unclear; composite city-level index may not be mental-health-specific.","{""drought"":""REVIEW"",""temperature"":""EXCLUDE""}","{""drought"":""NA"",""temperature"":""wrong_outcome""}",title_abstract,,
D0059085,Beyond the heat: Nonlinear and uneven climate change impacts on mental health,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Temperature and mental health association; design not clearly stated from abstract.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0059124,"Interactions of spatial type, activity intensity, and season on thermal comfort and multidimensional health in older adults",complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Seasonal climatic field experiment with health outcomes; mental health measure not specified, design unclear.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0059149,"The Perception of Environmental Problems and Quality-of-Life Deterioration in an Intermediate City: Evidence from Culiacán, Mexico",complete,REVIEW,topic_unclear,,Perceived environmental severity and wellbeing deterioration; water-related hazards implicated but type unresolved.,{},{},title_abstract,,
D0059195,"Flood impacts on individual well-being: insights from a post-event survey across differently exposed groups in Marche region, Italy",complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Post-flood survey measures perceived impacts, not clearly mental-health outcome; exposure contrast present but outcome ambiguous.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0059326,Teacher Empowerment and Governance Pathways for Climate-Resilient Education Systems,complete,REVIEW,topic_unclear,,Study addresses generic climate hazards disrupting schooling; specific hazard types are not identified.,{},{},title_abstract,,
D0059370,"Socioeconomic, physical and mental health impacts of climate change among informal outdoor workers in sub-Saharan Africa: A scoping review protocol",complete,REVIEW,topic_unclear,,Review protocol on climate change impacts; specific climate hazards not identified.,{},{},title_abstract,,
D0059402,Development of a PCIT adaptation for trauma by natural disasters (PCIT-TND) and examination of its effectiveness for traumatized children affected by the 2023 earthquakes in Türkiye,complete,REVIEW,topic_unclear,,Trauma after earthquakes and natural disasters; disaster type is not registered.,{},{},title_abstract,,
D0059414,Climate change and dementia: the impacts of social inequalities,complete,REVIEW,topic_unclear,,Review of climate-related exposures and dementia; specific hazard type not identified.,{},{},title_abstract,,
D0059417,"Water, worry, and wellbeing: Evaluating the impacts of floods and flood adaptation on life satisfaction",complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Post-flood survey with exposure contrast; design type not explicit, needs review.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0059716,The relationship between post-traumatic stress and social support two years after a fire disaster,complete,REVIEW,topic_unclear,,Fire disaster survivors with post-traumatic stress; fire type (wildfire vs structural) is not identified.,{},{},title_abstract,,
D0059885,"The impact of heat waves on the mental health and well-being of young adults in rural Lahore, Pakistan",complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Abstract provides background only; no methods or results; design and empirical status unclear.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0059941,The role of telemedicine in healthcare response to natural disasters: A systematic review,complete,REVIEW,topic_unclear,flood|cyclone,Natural disaster review names floods/hurricanes but also earthquakes and unspecified disasters; coverage incomplete.,"{""cyclone"":""EXCLUDE"",""flood"":""EXCLUDE""}","{""cyclone"":""non_original"",""flood"":""non_original""}",title_abstract,,
D0060049,Bridging The Local Gap In Climate Health Preparedness,complete,REVIEW,title_only_unclear,,"Title is generic and does not clearly indicate an eligible hazard, outcome, design, or original empirical evidence.",{},{},title_only,REVIEW,NA
D0060132,"Heat, Health and the Himalayas: Tackling Health System Impacts of Global Climate Change",complete,REVIEW,title_only_unclear,,"Title suggests heat and climate change health impacts, but outcome and design unclear.",{},{},title_only,REVIEW,NA
D0060392,The prevention and management of the psychiatric morbidity of natural disasters: An Australian experience,complete,REVIEW,eligibility_unclear,wildfire,"wildfire: REVIEW - Bushfire study with psychiatric morbidity outcome, but design unclear; likely post-disaster descriptive.","{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0060431,"""Föhn illness"" and human biometeorology in the Chinook area of Canada",complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Cross-sectional survey evaluating weather-related well-being; design clarity and outcome measurement ambiguous.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0060827,Tropical meteorology,complete,REVIEW,title_only_unclear,,Title is only a general topic; no evidence for or against eligibility.,{},{},title_only,REVIEW,NA
D0061698,Suicide and attempted suicide in the Yukon territory.,complete,REVIEW,title_only_unclear,,Title suggests suicide outcome but no hazard exposure; insufficient information.,{},{},title_only,REVIEW,NA
D0062250,Mental Health Problems in Antarctica,complete,REVIEW,title_only_unclear,,Title suggests human mental health outcomes in Antarctica; exposure and design are unclear.,{},{},title_only,REVIEW,NA
D0062251,Stresses of Change and Mental Health Among the Canadian Eskimos,complete,REVIEW,title_only_unclear,,"Title suggests mental health among Canadian Eskimos, but no eligible climate hazard is specified; exposure and design unclear.",{},{},title_only,REVIEW,NA
D0062698,"""Home-sick"": The effect of a child's environment on health",complete,REVIEW,title_only_unclear,,"Title is ambiguous: child's environment and health, no clear hazard or outcome.",{},{},title_only,REVIEW,NA
D0062852,Biometeorology: What it is and how it affects our health,complete,REVIEW,title_only_unclear,,Title is vague; could relate to climate/weather and health but lacks specifics.,{},{},title_only,REVIEW,NA
D0062879,Linking emissions to admissions,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract. Could relate to emissions and hospital admissions but eligibility unclear.,{},{},title_only,REVIEW,NA
D0062936,"Burning fingers, but where is the fire? [19]",complete,REVIEW,title_only_unclear,,"Title is cryptic and lacks clear indication of exposure, outcome, or design; ambiguous.",{},{},title_only,REVIEW,NA
D0063123,Firesafe but not failsafe,complete,REVIEW,title_only_unclear,,"Title is ambiguous; no clear evidence of an eligible climate hazard, human mental-health outcome, or study design.",{},{},title_only,REVIEW,NA
D0063192,A smoke cloud of confusion.,complete,REVIEW,title_only_unclear,,Title is vague and potentially relevant to wildfire smoke; no clear exclusion or sufficient information.,{},{},title_only,REVIEW,NA
D0063314,Psychological impact of the Antarctic winter on Indian expeditioners,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Antarctic winter psychological study, no explicit temperature exposure, outcomes measured, design unclear.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0063351,Going up in smoke.,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract available.,{},{},title_only,REVIEW,NA
D0063363,Deployment and operation of a medical psychological emergency team in the aftermath of a catastrophe: The first 100 hours,complete,REVIEW,topic_unclear,,Disaster killing children in mountains; disaster type not identified.,{},{},title_abstract,,
D0063413,On beyond LTP,complete,REVIEW,title_only_unclear,,Title alone insufficient to assess eligibility; no abstract available.,{},{},title_only,REVIEW,NA
D0063595,Yet another smoke(less) screen?,complete,REVIEW,title_only_unclear,,Title too ambiguous to determine eligibility; no abstract.,{},{},title_only,REVIEW,NA
D0063799,Smoke signals,complete,REVIEW,title_only_unclear,,Title ambiguous; no abstract; cannot determine eligibility from title alone.,{},{},title_only,REVIEW,NA
D0064002,NIMH: Caught in the line of fire without a General,complete,REVIEW,title_only_unclear,,Title is cryptic; no clear indication of eligible exposure or outcome.,{},{},title_only,REVIEW,NA
D0064057,Uriah Heep syndrome,complete,REVIEW,title_only_unclear,,Title unclear; no abstract available for content assessment.,{},{},title_only,REVIEW,NA
D0064075,The smoldering ashes of a human fire.,complete,REVIEW,title_only_unclear,,"Title is ambiguous; no clear eligible hazard, outcome, or design signal.",{},{},title_only,REVIEW,NA
D0064268,Post-traumatic stress disorder,complete,REVIEW,title_only_unclear,,Title alone insufficient; no exposure or design information.,{},{},title_only,REVIEW,NA
D0064712,Sex differences in trauma and posttraumatic stress disorder: A quantitative review of 25 years of research,complete,REVIEW,topic_unclear,,PTSD after PTEs including generic 'disaster or fire'; specific hazard type is unresolved.,{},{},title_abstract,,
