dedup_id,title,abstract,year,journal,authors,sources,all_dois,candidate_topics,broad_screen_reason,broad_module_decisions
D0100088,"Non-economic factors in violence: Evidence from organized crime, suicides and climate in Mexico","Organized intergroup violence is almost universally modeled as a calculated act motivated by economic factors. In contrast, it is generally assumed that non-economic factors, such as an individual’s emotional state, play a role in many types of interpersonal violence, such as “crimes of passion.” We ask whether non-economic factors can also explain the well-established relationship between temperature and violence in a unique context where intergroup killings by drug-trafficking organizations (DTOs) and other interpersonal homicides are separately documented. A constellation of evidence, including the limited influence of a cash transfer program as well as comparisons with both other DTO crime and suicides, indicate that economic factors only partially mitigate the relationship between temperature and violence that we estimate in Mexico. We argue that non-economic psychological and physiological factors that are affected by temperature, modeled here as a “taste for violence,” likely play an important role in causing both interpersonal and intergroup violence. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",2019,Journal of Economic Behavior & Organization,"Baysan, Ceren; Burke, Marshall; González, Felipe; Hsiang, Solomon; Miguel, Edward",PsycINFO,10.1016/j.jebo.2019.10.021,temperature,temperature: INCLUDE - Temperature-violence study includes suicide as outcome; empirical quantitative analysis in Mexico.,"{""temperature"":""INCLUDE""}"
D0100180,Immune function and affective states following a natural disaster,"Although natural disasters sometimes strengthen community ties, it was hypothesized that the negative affect following a hurricane would lower evaluations of strangers. This hypothesis was tested by having 105 18-46 yr olds evaluate an individual that they had just met following Hurricane Andrew. The hypothesis did not receive support, but Ss living in storm-damaged neighborhoods expressed more negative affect than those living in less damaged neighborhoods. Regression analyses also disclosed that severity of a disaster predicted concentrations of immunoglobulin A in saliva. The results suggest that salivary immunoglobulin A can be used to assess the health consequence of disaster exposure. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",2002,Psychological Reports,"Rotton, James; Dubitsky, Sorah S.",PsycINFO,10.2466/pr0.90.2.521-524,cyclone,cyclone: INCLUDE - Hurricane Andrew exposure contrast; negative affect measured; damaged vs less damaged neighborhoods.,"{""cyclone"":""INCLUDE""}"
D0100655,Environmental factors and admission rates in patients with major psychiatric disorders,"Identified environmental factors that correlate with the admission rates of patients with major psychiatric disorders. During 1988–1990, 393 consecutive admissions (119 unipolar depressed patients, 211 schizophrenic patients, and 63 bipolar depressed patients) were monitored. Correlations were calculated between the mean daily admission rate for each month and monthly photoperiod, rate of change in photoperiod, mean temperature, mean relative humidity, and mean barometric pressure. Results show that the admission rate of bipolar depressed patients negatively correlated with monthly photoperiod, which means that during winter the admission rate of these patients increased. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1994,Chronobiology International,"Modai, Ilan; Kikinzon, Leonid; Valevski, Avi",PsycINFO,10.3109/07420529409057240,temperature,temperature: INCLUDE - Time-series study correlating monthly psychiatric admissions with temperature and other environmental factors.,"{""temperature"":""INCLUDE""}"
D0102198,Influence of attitude and expectation on moods and symptoms during cold weather military training.,"The present study examined the influence of the following: 1) air temperature, 2) day into training, 3) self rating of life stress, 4) rating of relative warmth in cold weather, and 5) expectation for liking cold weather training, on 59 soldiers' self-reports of illness and mood during 3 days of training in the cold (-18 degrees to 0 degree C range). Mood was assessed on six domains of the Profile of Mood States rating scale, and symptoms of illness were assessed on 5 domains of the Environmental Symptoms Questionnaire. Multiple regression analyses showed that: 1) the more soldiers expected to dislike the cold weather training, the more tense, depressed, angry, fatigued, and physically uncomfortable they were during training; 2) the more stress they perceived in their everyday lives, the more fatigued, confused, and physically uncomfortable they were during training; 3) as days into training increased the more fatigued and physically uncomfortable they became; and 4) due to appropriate clothing and training, ambient temperature was found to have no significant influence on the soldiers' moods and symptoms.",1989,"Aviation, space, and environmental medicine",Johnson RF; Branch LG; McMenemy DJ,PubMed,,temperature,temperature: INCLUDE - Repeated-measures study of soldiers in cold weather examines effects of ambient temperature on mood.,"{""temperature"":""INCLUDE""}"
D0102199,Influence of attitude and expectation on moods and symptoms during cold weather military training,"The present study examined the influence of the following: 1) air temperature, 2) day into training, 3) self rating of life stress, 4) rating of relative warmth in cold weather, and 5) expectation for liking cold weather training, on 59 soldiers' self-reports of illness and mood during 3 days of training in the cold (-18° to 0°C range). Mood was assessed on six domains of the Profile of Mood States rating scale, and symptoms of illness were assessed on 5 domains of the Environmental Symptoms Questionnaire. Multiple regression analyses showed that: 1) the most soliders expected to dislike the cold weather training, the more tense, depressed, angry, fatigued, and physically uncomfortable they were during training; 2) the more stress they perceived in their everyday lives, the more fatigued, confused, and physically uncomfortable they were during training; 3) as days into training increased the more fatigued and physically uncomfortable they became; and 4) due to appropriate clothing and training, ambient temperature was found to have no significant influence on the soldiers' moods and symptoms.",1989,Aviation Space and Environmental Medicine,Johnson R.,Scopus,,temperature,"temperature: INCLUDE - Natural cold exposure, measured mood domains, repeated measures over 3 training days.","{""temperature"":""INCLUDE""}"
D0102200,Influence of attitude and expectation on moods and symptoms during cold weather military training,"Examined the influence of air temperature, day into training, self-rating of life stress, rating of relative warmth in cold weather, and expectation for liking cold weather training on 59 Caucasian soldiers' self-reports of illness and mood during 3 days of training in the cold (–28–0°C range). Measures included the Profile of Mood States, and the Environmental Symptoms Questionnaire (J. B. Sampson and J. L. Kobrick, 1979; see also PA, Vol 64:11541). Multiple regression analyses showed that (1) the more Ss expected to dislike the cold weather training, the more tense, depressed, angry, fatigued, and uncomfortable they were during training and (2) the more stress they perceived in their everyday lives, the more fatigued, confused, and physically uncomfortable they were during training. A subgroup of individuals may be identified who are likely to display symptoms of negative mood and poor physical well-being during cold weather training. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1989,"Aviation, Space, and Environmental Medicine","Johnson, Richard F.; Branch, Laurence G.; McMenemy, Donna J.",PsycINFO,,temperature,temperature: INCLUDE - Natural cold exposure and self-rated mood in soldiers over 3 days; repeated-measures regression.,"{""temperature"":""INCLUDE""}"
D0103128,Psychiatric admissions and climatic factors in the coastal regions of Israel,"This investigation was carried out to find whether climatic factors in the coastal region of Israel have any relationship to acute psychiatric hospital admissions. Admittedly this is a very crude measure of pathology of human behavior, as a host of uncontrolled variables makes this at best a gross approximation to psychological disturbance in the human population at large. The survey was made in two hospitals in the coastal region, operating on a 24 hr emergency basis, between 1961 and 1970. The admissions (about 25,000) were compared monthly to meteorological factors supplied by the National Meteorological Station, including sharav heat waves. A consistent finding throughout the years was a significant peak of psychiatric admissions in August, this being the month with the highest heat load of the year. A much smaller peak was found in November. These findings were discussed in the light of the climatic factors, heat load, and sharav heat waves, the latter having no effect on monthly psychiatric admissions. On the other hand, positive significant correlations were found between global radiation, brightness of sun and haze, and, less significantly, temperature, with psychiatric admission.",1973,Israel Annals of Psychiatry and Related Disciplines,Schlosberg A.,Scopus,,temperature,temperature: INCLUDE - Time-series study on heat load and psychiatric admissions.,"{""temperature"":""INCLUDE""}"
D0103129,Psychiatric admissions and climatic factors in the coastal regions of Israel,"This investigation was carried out to find whether climatic factors in the coastal region of Israel have any relationship to acute psychiatric hospital admissions. Admittedly this is a very crude measure of pathology of human behavior, as a host of uncontrolled variables makes this at best a gross approximation to psychological disturbance in the human population at large. The survey was made in two hospitals in the coastal region, operating on a 24 hr emergency basis, between 1961 and 1970. The admissions (about 25,000) were compared monthly to meteorological factors supplied by the National Meteorological Station, including sharav heat waves. A consistent finding throughout the years was a significant peak of psychiatric admissions in August, this being the month with the highest heat load of the year. A much smaller peak was found in November. These findings were discussed in the light of the climatic factors, heat load, and sharav heat waves, the latter having no effect on monthly psychiatric admissions. On the other hand, positive significant correlations were found between global radiation, brightness of sun and haze, and, less significantly, temperature, with psychiatric admission.",1973,Israel Annals of Psychiatry and Related Disciplines,"Schlosberg, A.; Zakai, D.",Embase,,temperature,temperature: INCLUDE - Time-series study of monthly psychiatric admissions vs climatic heat load and sharav heat waves.,"{""temperature"":""INCLUDE""}"
D0103130,Psychiatric admissions and climatic factors in the coastal regions of Israel,"Studied the relationship between psychiatric admissions to 2 hospitals from 1961-1970 and meteorological factors (e.g., duration of sunshine, windspeed, heat load, and humidity). The 2 hospitals were in the coastal plain of Israel and operated on a 24-hr emergency basis. Approximately 25,000 admissions were made during the period studied. Results show that there was a significant peak in admissions in August, the month with the highest heat load. A much smaller peak was observed for November admissions. Small positive significant correlations were also found between psychiatric admissions and global radiation, brightness of sun and haze, and temperature (p < .05). (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1973,Israel Annals of Psychiatry & Related Disciplines,"Schlosberg, Arie; Zakai, Dan",PsycINFO,,temperature,temperature: INCLUDE - Time-series study links psychiatric admissions to heat load and temperature.,"{""temperature"":""INCLUDE""}"
D0103683,Health of a team competing in the 1990 World Solar Car Challenge.,"The health of a team participating in the 1990 World Solar Car Challenge was recorded for 10 of the 11 race days. Morbidity was collected during daily consultations with the team doctor and the diagnoses were later converted to the ICPC code. Team members' self-perceived health status was also recorded daily, using the Nottingham Health Profile. Team drivers consulted the doctor more often than the support staff and the three full-time drivers had significantly more diagnoses than the support staff. The Nottingham Health Profile scores on sleep, energy and emotional reactions showed correlations between higher minimum temperatures and sleep for all team members and for the three full-time drivers, there were significant correlations between increasing maximum temperatures and emotional reaction scores. The morbidity records and perceived health scores reflect the conditions of the race. Twenty-five per cent of full-time driver consultations dealt with skin, eyelid or finger infections probably caused by the lack of washing water. The scores on sleep and emotional reactions were affected by temperature and previous research reports degradation in concentration and dual tasks with increasing temperature. This may account for the difficulty some drivers had in continuing their shifts. Close supervision of the drivers and the recording of their perceived health status helped reduce the health problems of the team.",1992,Journal of the Royal Society of Medicine,Moorhead RG; Laurence C,PubMed,,temperature,temperature: INCLUDE - Daily repeated-measures study linking ambient temperature to emotional-reaction scores in a solar car race team.,"{""temperature"":""INCLUDE""}"
D0104530,[Psychological and physical health of the July 1996 disaster victims: A comparative study between victims and non-victims.].,"In July 1996, the Saguenay-Lac-St-Jean region suffered one of the greatest natural disasters in Québec's history. This article presents results of a study aiming at comparing, two years after the flood, the physical and psychological health condition of victims (n=177) to that of non-victims (n=168). The results indicate that victims, - regardless of their gender - present a psychological well-being as well as a post-disaster physical health that is different from non-victims. Disaster victims are much more numerous than non-victims in considering that their health is bad or average and in witnessing new health problems or the exacerbation of existing problems. Victims also present more manifestations of prosttraumatic stress and somatic complaints, have higher levels of depression, anxiety and social dysfunction than non-victims. However, no significant difference between subjects was revealed concerning severe depression. Results obtained corroborated that of other studies. After a natural or technological disaster involving important material damages to individual belongings, victims are more affected than non-victims concerning their psychological and physical health.",2000,Sante mentale au Quebec,Maltais D; Lachance L; Fortin M; Lalande G; Robichaud S; Fortin C; Simard A,PubMed,,flood,flood: INCLUDE - Post-flood comparison of victims vs non-victims shows worse mental health outcomes.,"{""flood"":""INCLUDE""}"
D0104577,[Post-traumatic stress disorder. After the flood in Saguenay].,"OBJECTIVE: To measure the prevalence of posttraumatic stress disorder and emotional distress among victims of the Saguenay flood compared with those who were not affected by the flood. DESIGN: Cross-sectional study using a telephone survey of victims and a control group. SETTING: Chicoutimi, Que. PARTICIPANTS: Sixty-two adults in a flooded area and a control group of 79 volunteers chosen randomly from an adjacent area. MAIN OUTCOME MEASURES: Diagnostic criteria for posttraumatic stress disorder measured using the Post-traumatic Stress Disorder Reaction Index and high scores on the Self-Reporting Questionnaire on emotional distress. RESULTS: Socially and demographically, study group and control group were comparable. Prevalence of posttraumatic stress disorder in the study group was close to 20% (odds ratio [OR] 6.08; 95% confidence interval [CI] 1.63 to 22.64). Prevalence of emotional distress in the study group was 29% (OR 2.42; 95% CI 1.04 to 5.61). CONCLUSION: The Saguenay flood caused psychological distress that was measurable 4 months later. Health care professionals should be aware of the psychological effects of natural disasters. To measure the prevalence of posttraumatic stress disorder and emotional distress among victims of the Saguenay flood compared with those who were not affected by the flood. Cross-sectional study using a telephone survey of victims and a control group. Chicoutimi, Que. Sixty-two adults in a flooded area and a control group of 79 volunteers ch",2000,Canadian family physician Medecin de famille canadien,Auger C; Latour S; Trudel M; Fortin M,PubMed,,flood,flood: INCLUDE - Cross-sectional study comparing flood victims to controls on PTSD and distress.,"{""flood"":""INCLUDE""}"
D0104578,Post-traumatic stress disorder. After the flood in Saguenay,"OBJECTIVE: To measure the prevalence of posttraumatic stress disorder and emotional distress among victims of the Saguenay flood compared with those who were not affected by the flood. DESIGN: Cross-sectional study using a telephone survey of victims and a control group. SETTING: Chicoutimi, Que. PARTICIPANTS: Sixty-two adults in a flooded area and a control group of 79 volunteers chosen randomly from an adjacent area. MAIN OUTCOME MEASURES: Diagnostic criteria for posttraumatic stress disorder measured using the Post-traumatic Stress Disorder Reaction Index and high scores on the Self-Reporting Questionnaire on emotional distress. RESULTS: Socially and demographically, study group and control group were comparable. Prevalence of posttraumatic stress disorder in the study group was close to 20% (odds ratio [OR] 6.08; 95% confidence interval [CI] 1.63 to 22.64). Prevalence of emotional distress in the study group was 29% (OR 2.42; 95% CI 1.04 to 5.61). CONCLUSION: The Saguenay flood caused psychological distress that was measurable 4 months later. Health care professionals should be aware of the psychological effects of natural disasters.",2000,Canadian family physician Médecin de famille canadien,"Auger, C.; Latour, S.; Trudel, M.; Fortin, M.",Embase,,flood,flood: INCLUDE - Flood victims vs controls; PTSD and distress measured; cross-sectional with exposure contrast.,"{""flood"":""INCLUDE""}"
D0104593,[Risk factors for post traumatic stress symptoms five years after the 1992 flood in the Vaucluse (France)].,"Natural disasters may induce post-traumatic stress disorder (PTSD), a severe and longlasting psychopathology, in exposed populations. In France, several natural disasters occurred in the past, but epidemiological data on their psychological consequences are scarce. In September 1992, a flood affected 63 municipalities in the Vaucluse, South of France, and resulted in 38 deaths. An epidemiological study was carried out in 1997 to evaluate the potential association between the degree of exposure to the flood and PTSD symptoms as well as PTSD risk factors. A telephone survey was carried out in Bédarrides (5000 inhabitants), one of the most affected municipalities. Subjects residing in Bédarrides and older than 18 years at the time of the disaster were included in the study. Symptoms of PTSD were assessed using a structured questionnaire based on DSM-IV criteria and a PTSD score was calculated. Individual exposure was retrospectively assessed by questionnaire. To take into account the exposure level, an indicator of cumulated exposure was established. Multiple regression analyses were performed to explain the PTSD score. Five hundred individuals were interviewed with a 79% response rate. A significantly higher PTSD score was observed for females, subjects older than 35 years, subjects with a monthly income lower than 9000 FF, subjects with a history of psychological disorders or life-threatening traumatic event. A significant exposure-effect relationship was observed between the",2000,Revue d'epidemiologie et de sante publique,Verger P; Hunault C; Rotily M; Baruffol E,PubMed,,flood,flood: INCLUDE - Flood exposure contrast associated with PTSD symptoms; exposure-effect relationship studied.,"{""flood"":""INCLUDE""}"
D0104594,Risk factors for post traumatic stress symptoms five years after the 1992 flood in the Vaucluse (France),"Background: Natural disasters may induce post-traumatic stress disorder (PTSD), a severe and longlasting psychopathology, in exposed populations. In France, several natural disasters occurred in the past, but epidemiological data on their psychological consequences are scarce. In September 1992, a flood affected 63 municipalities in the Vaucluse, South of France, and resulted in 38 deaths. An epidemiological study was carried out in 1997 to evaluate the potential association between the degree of exposure to the flood and PTSD symptoms as well as PTSD risk factors. Methods: A telephone survey was carried out in Bedarrides (5 000 inhabitants), one of the most affected municipalities. Subjects residing in Bedarrides and older than 18 years at the time of the disaster were included in the study. Symptoms of PTSD were assessed using a structured questionnaire based on DSM-IV criteria and a PTSD score was calculated. Individual exposure was retrospectively assessed by questionnaire. To take into account the exposure level, an indicator of cumulated exposure was established. Multiple regression analyses were performed to explain the PTSD score. Results: Five hundred individuals were interviewed with a 79% response rate. A significantly higher PTSD score was observed for females, subjects older than 35 years, subjects with a monthly income lower than 9 000 FF, subjects with a history of psychological disorders or life-threatening traumatic event. A significant exposure-effect relati",2000,Revue D Epidemiologie Et De Sante Publique,Verger P.,Scopus,,flood,flood: INCLUDE - Retrospective survey of 1992 flood survivors assessing exposure-degree association with PTSD symptoms.,"{""flood"":""INCLUDE""}"
D0105139,Health impacts of flooding in Lewes: a comparison of reported gastrointestinal and other illness and mental health in flooded and non-flooded households.,"Severe flooding may become more frequent due to global warming. A historical cohort study was conducted by telephone interview for new episodes of illness in all age groups, and for psychological distress in adults, following severe river flooding on 12 October 2000 in the town of Lewes in Southern England. Two hundred and twenty-seven residents of 103 flooded households and 240 residents of 104 non-flooded households in the same postal district were recruited by random selection of addresses from a post flooding survey and a commercial database respectively. Having been flooded was associated with earache (RR 2.2 [1.1,4.1] p = 0.02), and a significant increase in risk of gastroenteritis with depth of flooding (RR 1.7 [0.9,3.0] p = 0.09, p for trend by flood depth = 0.04). Adults had a four-times higher risk of psychological distress defined as a score of > or = 4 in response to the 12-item General Health Questionnaire (GHQ-12) (RR 4.1 [2.6, 6.4] p < 0.0005, p for trend by flood depth = 0.01). Associations between flooding and new episodes of physical illness in adults diminished after adjustment for psychological distress. Flooding remained highly significantly associated with psychological distress after adjustment for physical illnesses. Psychological distress may explain some of the excess physical illness reported by flooded adults and possibly by children as well. Policies to promote population resilience to flooding where flood prevention has failed must include practi",2004,Communicable disease and public health,Reacher M; McKenzie K; Lane C; Nichols T; Kedge I; Iversen A; Hepple P; Walter T; Laxton C; Simpson J,PubMed,,flood,flood: INCLUDE - Flooded vs non-flooded households cohort found greater psychological distress after flooding.,"{""flood"":""INCLUDE""}"
D0105140,Health impacts of flooding in Lewes: a comparison of reported gastrointestinal and other illness and mental health in flooded and non-flooded households.,"Severe flooding may become more frequent due to global warming. A historical cohort study was conducted by telephone interview for new episodes of illness in all age groups, and for psychological distress in adults, following severe river flooding on 12 October 2000 in the town of Lewes in Southern England. Two hundred and twenty-seven residents of 103 flooded households and 240 residents of 104 non-flooded households in the same postal district were recruited by random selection of addresses from a post flooding survey and a commercial database respectively. Having been flooded was associated with earache (RR 2.2 [1.1,4.1] p = 0.02), and a significant increase in risk of gastroenteritis with depth of flooding (RR 1.7 [0.9,3.0] p = 0.09, p for trend by flood depth = 0.04). Adults had a four-times higher risk of psychological distress defined as a score of > or = 4 in response to the 12-item General Health Questionnaire (GHQ-12) (RR 4.1 [2.6, 6.4] p < 0.0005, p for trend by flood depth = 0.01). Associations between flooding and new episodes of physical illness in adults diminished after adjustment for psychological distress. Flooding remained highly significantly associated with psychological distress after adjustment for physical illnesses. Psychological distress may explain some of the excess physical illness reported by flooded adults and possibly by children as well. Policies to promote population resilience to flooding where flood prevention has failed must include practi",2004,Communicable Disease and Public Health PHLS,Reacher M.,Scopus,,flood,flood: INCLUDE - Cohort study comparing flooded vs non-flooded households; measures psychological distress via GHQ-12.,"{""flood"":""INCLUDE""}"
D0105141,Health impacts of flooding in Lewes: a comparison of reported gastrointestinal and other illness and mental health in flooded and non-flooded households.,"Severe flooding may become more frequent due to global warming. A historical cohort study was conducted by telephone interview for new episodes of illness in all age groups, and for psychological distress in adults, following severe river flooding on 12 October 2000 in the town of Lewes in Southern England. Two hundred and twenty-seven residents of 103 flooded households and 240 residents of 104 non-flooded households in the same postal district were recruited by random selection of addresses from a post flooding survey and a commercial database respectively. Having been flooded was associated with earache (RR 2.2 [1.1,4.1] p = 0.02), and a significant increase in risk of gastroenteritis with depth of flooding (RR 1.7 [0.9,3.0] p = 0.09, p for trend by flood depth = 0.04). Adults had a four-times higher risk of psychological distress defined as a score of > or = 4 in response to the 12-item General Health Questionnaire (GHQ-12) (RR 4.1 [2.6, 6.4] p < 0.0005, p for trend by flood depth = 0.01). Associations between flooding and new episodes of physical illness in adults diminished after adjustment for psychological distress. Flooding remained highly significantly associated with psychological distress after adjustment for physical illnesses. Psychological distress may explain some of the excess physical illness reported by flooded adults and possibly by children as well. Policies to promote population resilience to flooding where flood prevention has failed must include practical support for flood victims and provision of appropriate psychological support. Associations with physical illnesses affirm the need for advice and assistance with individual, household and environmental hygiene and access to medical services.",2004,Communicable disease and public health / PHLS,"Reacher, M.; McKenzie, K.; Lane, C.; Nichols, T.; Kedge, I.; Iversen, A.; Hepple, P.; Walter, T.; Laxton, C.; Simpson, J.",Embase,,flood,flood: INCLUDE - Historical cohort after river flooding finds higher psychological distress in flooded vs non-flooded adults.,"{""flood"":""INCLUDE""}"
D0105180,[Influence of weather factors on suicidal hangings].,"The paper presents a certain biometeorological problem. The evaluation of influence of weather factors on frequency of suicidal cases by hanging in the area of Cracow City during 1991-2002 was examined. Rapid changes of air pressure, air temperature, hot, sweltering and sultry days, very frosty days, days with strong or foehn wind, days with thunderstorms, fog and haze were selected as unfavourable weather factors. They give an occasion for strong psychical stress. The results of detailed investigations are next: more frequency of cases of suicide during the advance of cold fronts, rapid decreases of air pressure during hot, sweltering and sultry days, days with thunderstorms and foehn winds in the Tatra Mountains.",2005,Przeglad lekarski,Trepińska J; Piotrowicz K; Bakowski R; Bolechała F; Trela F,PubMed,,temperature,temperature: INCLUDE - Time-series study of weather factors including temperature and suicidal hangings.,"{""temperature"":""INCLUDE""}"
D0105181,Influence of weather factors on suicidal hangings,"The paper presents a certain biometeorological problem. The evaluation of influence of weather factors on frequency of suicidal cases by hanging in the area of Cracow City during 1991-2002 was examined. Rapid changes of air pressure, air temperature, hot, sweltering and sultry days, very frosty days, days with strong or foehn wind, days with thunderstorms, fog and haze were selected as unfavourable weather factors. They give an occasion for strong psychical stress. The results of detailed investigations are next: more frequency of cases of suicide during the advance of cold fronts, rapid decreases of air pressure during hot, sweltering and sultry days, days with thunderstorms and foehn winds in the Tatra Mountains.",2005,Przeglad Lekarski,Trepińska J.,Scopus,,temperature,"temperature: INCLUDE - Time-series analysis of weather factors, including temperature, and suicidal hangings.","{""temperature"":""INCLUDE""}"
D0105182,Influence of weather factors on suicidal hangings,"The paper presents a certain biometeorological problem. The evaluation of influence of weather factors on frequency of suicidal cases by hanging in the area of Cracow City during 1991-2002 was examined. Rapid changes of air pressure, air temperature, hot, sweltering and sultry days, very frosty days, days with strong or foehn wind, days with thunderstorms, fog and haze were selected as unfavourable weather factors. They give an occasion for strong psychical stress. The results of detailed investigations are next: more frequency of cases of suicide during the advance of cold fronts, rapid decreases of air pressure during hot, sweltering and sultry days, days with thunderstorms and foehn winds in the Tatra Mountains.",2005,Przegla̧d lekarski,"Trepińska, J.; Piotrowicz, K.; Bakowski, R.; Bolechała, F.; Trela, F.",Embase,,temperature,temperature: INCLUDE - Time-series study linking weather factors including temperature to suicide frequency.,"{""temperature"":""INCLUDE""}"
D0105959,[Impact of the summer 2003 heat wave on the activity of two psychiatric emergency departments].,"Heat waves have been related with lethal effects, especially in Europe during the intensely hot summer of 2003. However, besides increased deaths and ailments, there are no specific data on the psychiatric effects of heat waves. We have compared psychiatric emergencies in Barcelona during a 15-day heat waves period with the rest of the 2003 summer days. The main variables of the study were total emergencies, admissions, diagnoses, Severity of Psychiatric Illness scale (SPI), psychosocial variables, treatment rendered (including use of restraints), and referrals. No differences were found in the number of emergencies and admissions. During the heat wave, there were more patients with psychiatric backgrounds, more diagnoses of alcohol and drug abuse, but fewer anxiety disorders. The proportion of patients with mechanical restraint increased, but this only occurred in half of the cases in patients with drug or alcohol abuse. The item ""dangerousness toward others"" (part of the SPI scale) scored significantly higher during the heat waves. There were no significant increases or decreases in psychiatric emergencies or admissions. However, the heat wave was related to more violent behavior and higher drug and alcohol abuse. It should be noted that anxiety conditions and benzodiazepine prescriptions were lower during this period. These findings may be useful to implement medical-psychiatric preventive measures against the heat wave phenomenon.",2009,Actas espanolas de psiquiatria,Bulbena A; Sperry L; Garcia Rivera C; Merino A; Mateu G; Torrens M; San Gil J; Cunillera J,PubMed,,temperature,temperature: INCLUDE - Heat wave period compared to rest of summer in Barcelona; psychiatric emergency outcomes measured.,"{""temperature"":""INCLUDE""}"
D0105960,Impact of the summer 2003 heat wave on the activity of two psychiatric emergency departments,"Introduction. Heat waves have been related with lethal effects, especially in Europe during the intensely hot summer of 2003. However, besides increased deaths and ailments, there are no specific data on the psychiatric effects of heat waves. Methods. We have compared psychiatric emergencies in Barcelona during a 15-day heat waves period with the rest of the 2003 summer days. The main variables of the study were total emergencies, admissions, diagnoses, Severity of Psychiatric Illness scale (SPI), psychosocial variables, treatment rendered (including use of restraints), and referrals. Results. No differences were found in the number of emergencies and admissions. During the heat wave, there were more patients with psychiatric backgrounds, more diagnoses of alcohol and drug abuse, but fewer anxiety disorders. The proportion of patients with mechanical restraint increased, but this only occurred in half of the cases in patients with drug or alcohol abuse. The item dangerousness toward others (part of the SPI scale) scored significantly higher during the heat waves. Conclusions. There were no significant increases or decreases in psychiatric emergencies or admissions. However, the heat wave was related to more violent behavior and higher drug and alcohol abuse. It should be noted that anxiety conditions and benzodiazepine prescriptions were lower during this period. These findings may be useful to implement medical-psychiatric preventive measures against the heat wave phenomenon",2009,Actas Espanolas De Psiquiatria,Bulbena A.,Scopus,,temperature,temperature: INCLUDE - Compares psychiatric emergencies during a 2003 heat wave vs. rest of summer; eligible exposure and outcome.,"{""temperature"":""INCLUDE""}"
D0105961,Impact of the summer 2003 heat wave on the activity of two psychiatric emergency departments,"INTRODUCTION: Heat waves have been related with lethal effects, especially in Europe during the intensely hot summer of 2003. However, besides increased deaths and ailments, there are no specific data on the psychiatric effects of heat waves. METHODS: We have compared psychiatric emergencies in Barcelona during a 15-day heat waves period with the rest of the 2003 summer days. The main variables of the study were total emergencies, admissions, diagnoses, Severity of Psychiatric Illness scale (SPI), psychosocial variables, treatment rendered (including use of restraints), and referrals. RESULTS: No differences were found in the number of emergencies and admissions. During the heat wave, there were more patients with psychiatric backgrounds, more diagnoses of alcohol and drug abuse, but fewer anxiety disorders. The proportion of patients with mechanical restraint increased, but this only occurred in half of the cases in patients with drug or alcohol abuse. The item ""dangerousness toward others"" (part of the SPI scale) scored significantly higher during the heat waves. CONCLUSIONS: There were no significant increases or decreases in psychiatric emergencies or admissions. However, the heat wave was related to more violent behavior and higher drug and alcohol abuse. It should be noted that anxiety conditions and benzodiazepine prescriptions were lower during this period. These findings may be useful to implement medical-psychiatric preventive measures against the heat wave phenomenon.",2009,Actas españolas de psiquiatría,"Bulbena, A.; Sperry, L.; Garcia Rivera, C.; Merino, A.; Mateu, G.; Torrens, M.; San Gil, J.; Cunillera, J.",Embase,,temperature,temperature: INCLUDE - Compares psychiatric emergencies during 2003 heat wave vs other summer days; eligible hazard and outcome.,"{""temperature"":""INCLUDE""}"
D0105962,Impact of the summer 2003 heat wave on the activity of two psychiatric emergency departments,"Introduction: Heat waves (HW) have been related with lethal effects, especially in Europe during the intensely hot summer of 2003. However, besides increased deaths and ailments, there are no specific data on the psychiatric effects of heat waves. Methods: We have compared psychiatric emergencies in Barcelona during a 15-day HW period with the rest of the 2003 summer days. The main variables of the study were total emergencies, admissions, diagnoses, Severity of Psychiatric Illness scale (SPI), psychosocial variables, treatment rendered (including use of restraints), and referrals. Results: No differences were found in the number of emergencies and admissions. During the Heat Wave, there were more patients with psychiatric backgrounds, more diagnoses of alcohol and drug abuse, but fewer anxiety disorders. The proportion of patients with mechanical restraint increased, but this only occurred in half of the cases in patients with drug or alcohol abuse. The item «dangerousness toward others» (part of the SPI scale) scored significantly higher during the heat waves. Conclusions: There were no significant increases or decreases in psychiatric emergencies or admissions. However, the heat wave was related to more violent behavior and higher drug and alcohol abuse. It should be noted that anxiety conditions and benzodiazepine prescriptions were lower during this period. These findings may be useful to implement medical-psychiatric preventive measures against the heat wave phenomenon. (PsycInfo Database Record (c) 2022 APA, all rights reserved) (Source: journal abstract)",2009,Actas Españolas de Psiquiatría,"Bulbena, A.; Sperry, L.; Ribera, C. Garcia; Merino, A.; Mateu, G.; Torrens, M.; San Gil, J.; Cunillera, J.",PsycINFO,,temperature,temperature: INCLUDE - Heat wave vs non-heat wave comparison of psychiatric emergencies and admissions in Barcelona summer 2003.,"{""temperature"":""INCLUDE""}"
