dedup_id,duplicate_count,sources,all_dois,all_source_ids,title,abstract,year,journal,authors
D0002819,3,Embase; PubMed; Scopus,10.1200/jco.2002.07.056,Embase:L34273265; PubMed:11919233; Scopus:2-s2.0-0036534144,Acute oxaliplatin-induced peripheral nerve hyperexcitability,"Purpose: Oxaliplatin is a novel platinum compound with clinical activity in several malignancies. Neurotoxicity is dose-limiting and occurs in two distinct forms, an acute neurologic symptom complex that occurs within hours or days of therapy and a chronic, cumulative sensory neuropathy. Patients and Methods: Patients were treated in a phase I study designed to establish the maximum-tolerated dose of capecitabine given with oxaliplatin. Because of the unusual neurosensory toxicity of oxaliplatin, detailed neurologic examination, needle electromyography (EMG), and nerve conduction studies (NCS) were performed before and the day after oxaliplatin in a subset of 13 patients. Carbamazepine therapy was tried in 12 additional patients to determine whether the neurologic effects might be relieved. Results: All patients experienced acute, reversible neurotoxicities with oxaliplatin. Symptoms included paresthesias, dysesthesias, cold hypersensitivity, jaw pain, eye pain, pain in the arm used for drug infusion, ptosis, leg cramps, and visual and voice changes. Serial EMG and NCS revealed striking signs of hyperexcitability in motor nerves after oxaliplatin. In patients who achieved therapeutic levels, carbamazepine did not alter the clinical or electromyographic abnormalities. Conclusion: The acute neurotoxicity seen with oxaliplatin is characterized by peripheral-nerve hyperexcitability, and the findings are similar to the clinical manifestations of neuromyotonia. Carbamezepine, which provides symptomatic relief in acquired neuromytonia, did not seem to be beneficial. Efforts to identify a successful neuroprotectant strategy would have a major impact on improving patient quality of life and the ability to deliver full doses of oxaliplatin. © 2002 by American Society of Clinical Oncology.",2002,Journal of Clinical Oncology,"Wilson, R.H.; Lehky, T.; Thomas, R.R.; Quinn, M.G.; Floeter, M.K.; Grem, J.L."
D0020871,2,Embase; PubMed,10.1016/j.envint.2024.108963,Embase:L2034410850; PubMed:39241332,"Air pollution, traffic noise, mental health, and cognitive development: A multi-exposure longitudinal study of London adolescents in the SCAMP cohort","Background: There is increasing evidence that air pollution and noise may have detrimental psychological impacts, but there are few studies evaluating adolescents, ground-level ozone exposure, multi-exposure models, or metrics beyond outdoor residential exposure. This study aimed to address these gaps. Methods: Annual air pollution and traffic noise exposure at home and school were modelled for adolescents in the Greater London SCAMP cohort (N=7555). Indoor, outdoor and hybrid environments were modelled for air pollution. Cognitive and mental health measures were self-completed at two timepoints (baseline aged 11–12 and follow-up aged 13–15). Associations were modelled using multi-level multivariate linear or ordinal logistic regression. Results: This is the first study to investigate ground-level ozone exposure in relation to adolescent executive functioning, finding that a 1 interquartile range increase in outdoor ozone corresponded to −0.06 (p < 0.001) z-score between baseline and follow-up, 38 % less improvement than average (median development + 0.16). Exposure to nitrogen dioxide (NO2), 24-hour traffic noise, and particulate matter < 10 µg/m3 (PM10) were also significantly associated with slower executive functioning development when adjusting for ozone. In two-pollutant models, particulate matter and ozone were associated with increased externalising problems. Daytime and evening noise were associated with higher anxiety symptoms, and 24-hour noise with worse speech-in-noise perception (auditory processing). Adjusting for air pollutants, 24-hour noise was also associated with higher anxiety symptoms and slower fluid intelligence development. Conclusions: Ozone's potentially detrimental effects on adolescent cognition have been overlooked in the literature. Our findings also suggest harmful impacts of other air pollutants and noise on mental health. Further research should attempt to replicate these findings and use mechanistic enquiry to enhance causal inference. Policy makers should carefully consider how to manage the public health impacts of ozone, as efforts to reduce other air pollutants such as NO2 can increase ozone levels, as will the progression of climate change.",2024,Environment International,"Thompson, R.; Stewart, G.; Vu, T.; Jephcote, C.; Lim, S.; Barratt, B.; Smith, R.B.; Karim, Y.B.; Mussa, A.; Mudway, I.; Fisher, H.L.; Dumontheil, I.; Thomas, M.S.C.; Gulliver, J.; Beevers, S.; Kelly, F.J.; Toledano, M.B."
D0115462,1,Embase,,Embase:L129401636,"Joint Commission on Accreditation of Healthcare Organizations. 1997-98 Comprehensive Accreditation Manual for Behavioral Health Care, Management of the Environment of Care chapter. (Revisions appear in italics and become effective Jan. 1, 1998.).",,1997,Joint Commission perspectives. Joint Commission on Accreditation of Healthcare Organizations,
D0026201,1,Scopus,10.1021/jp980942e,Scopus:2-s2.0-0001428479,Trehalose and other sugar solutions at low temperature: Modulated Differential Scanning Calorimetry (MDSC),"Aqueous solutions of trehalose, sucrose, fructose, and glucose at concentrations from 0.2 to 70 wt % (mole fractions from 001% to 18.9%) have been investigated using modulated differential scanning calorimetry (MDSC). The apparent (nonequilibrium) heat of melting (H<sup>ne</sup><inf>m</inf>), heat of freezing (H<sup>ne</sup><inf>f</inf>), and depression of the melting and freezing temperatures have been measured as a function of sugar concentration. Underthe fixed experimental protocol and at any fixed concentration, the trehalose solution shows the lowest H<sup>ne</sup><inf>m</inf> and H<sup>ne</sup><inf>f</inf> among the four sugars. This may be due to an increased interaction between this sugar and water molecules. Trehalose also has the highest glass transition temperature among the four sugars. These two facts may be linked with the role of trehalose in cryopreservation. We observed that, for some solutions, H<sup>ne</sup><inf>m</inf> increases with the lowering of cooling temperature and the total time the sample remains at temperatures below the equilibrium freezing point. This increase is likely to be associated with structural changes occurring in the ice.",1998,Journal of Physical Chemistry B,Wang G.M.
D0075672,1,Embase,10.1002/ppul.23409,Embase:L611614414,Atypical pneumonia in children diagnosed with imerslund gräsbeck syndrome,"Objective: To report a case of atypical pneumonia in patient with pancytopenia and hemolytic anemia, alerting doctors to this rare condition. Case Report: Five year-old girl, hospitalized for cough, fever and decreased urine output for a week. She was pale, emaciated, with tachypnea and respiratory effort. CBC: hemoglobin 7.6 g/dL, MCV 106fL, leukocytes 1250/mm3 (eosinophils 1.6%; basophils 1.5%, lymphocytes 68.8%, neutrophils 21.4%, monocytes 6.7%), platelets 41.000/mm3, reticulocytes 13%. Urine test with proteinuria. Chest X-ray with consolidation in the left upper lobe. Cefuroxime was started; cotrimoxazole was added due to the risk of an opportunistic infection (persistent pancytopenia). Revising medical records, there was a previous diagnosis of vitamin B12 deficiency. Imerslund Gräsbeck Syndrome was suspected. New urine test confirmed proteinuria, and CBC showed agglutination of red blood cells. Direct Coombs was positive for C3 suggesting the cold antibody; MCV was 14 fL and the immature platelet fraction was 42% suggesting increased bone marrow regeneration (characteristic of autoimmune pancytopenia). Mycoplasma IgG and IgM were positive. Macrolide was started and treatment with B12 vitamin was added with good therapeutic response. DISCUSSION: Many times infection by Mycoplasma produces autoantibodies against hematopoietic cells, however rarely develops to autoimmune pancytopenia and leukemoid reaction. In this patient, consumption by infection and impaired hematopoiesis due to B12 vitamin deficiency may have contributed to the low white blood cell count and severe neutropenia. The Imerslund Gräsbeck is a rare syndrome characterized by megaloblastic anemia and asymptomatic proteinuria. In severe cases of B12 vitamin deficiency, pancytopenia is observed by failure of cell division where it works as a cofactor. The recommended treatment is B12 vitamin replacement therapy.",2016,Pediatric Pulmonology,"Lunelli, M.; Taniguchi, A.N.R.; Fernandes, D.Q.; Fischer, G.B.; Mocelin, H.T."
D0062450,1,Scopus,10.1021/ja01543a017,Scopus:2-s2.0-33947467384,Rate Studies on Complex Reaction Systems in a Stirred Flow Reactor: The Alkaline Hydrolysis of Diethyl Succinate,"The applicability of the continuous flow stirred tank reactor to kinetic studies of complex reaction systems has been demonstrated for the two-step alkaline hydrolysis of diethyl succinate in 70% ethanol. The method is exact but loses some of its success, as do other kinetic procedures, when applied to reactions involving medium effects. The data obtained show that k<inf>1</inf>, the specific rate for the first saponification step, is subject to a primary salt effect which is specific to the succinate ion formed during the reaction. The rate is depressed with increasing succinate ion concentration, the magnitude of the depression at the same time depending upon the sodium ion concentration in the reaction medium. The specific rate for the second saponification step, k<inf>2</inf>, exhibits a positive salt effect with increasing sodium ion concentration. The salt effects are not determined by ionic strength. The differences in rate between the first and second steps appear to be wholly accounted for by differences in activation entropy, with the activation energy for the second step actually lower than that for the first. An improvement in experimental technique has been described whereby the reaction vessel is internally rather than externally thermostated. Actual reaction temperatures are, therefore, not influenced by differences in heats of reaction brought about by differences in concentrations of reactants. It has also been shown that pumping devices employing pulsating f",1958,Journal of the American Chemical Society,Burnett R.
D0047848,1,Scopus,10.3390/agronomy12030702,Scopus:2-s2.0-85127030791,Plant Low-Temperature Stress: Signaling and Response,"Cold stress has always been a significant limitation for plant development and causes substantial decreases in crop yield. Some temperate plants, such as Arabidopsis, have the ability to carry out internal adjustment, which maintains and checks the metabolic machinery during cold temperatures. This cold acclimation process requires prior exposure to low, chilling temperatures to prevent damage during subsequent freezing stress and maintain the overall wellbeing of the plant despite the low-temperature conditions. In comparison, plants of tropical and subtropical origins, such as rice, are sensitive to chilling stress and respond differently to low-temperature stress. Plants have evolved various physiological, biochemical, and molecular mechanisms to sense and respond to low-temperature stress, including membrane modifications and cytoskeletal rearrangement. Moreover, the transient increase in cytosolic calcium level leads to the activation of many calcium-binding proteins and calcium-dependent protein kinases during low-temperature stress. Recently, mitogen-activated protein kinases have been found to regulate low-temperature signaling through ICE1. Besides, epigenetic control plays a crucial role during the cold stress response. This review primarily focuses on low-temperature stress experienced by plants and their strategies to overcome it. We have also reviewed recent progress and previous knowledge for a better understanding of plant cold stress response.",2022,Agronomy,Aslam M.
D0092758,1,Embase,10.4274/gulhane.galenos.2024.16046,Embase:L2036421021,Understanding the role of perfectionism in adult expectations of dietary restriction and thinness,"Aims: This study aimed to evaluate the relationship between perfectionism and expectations of thinness and dietary restriction in adults. Methods: This descriptive and cross-sectional study was conducted with adults 18- 65 years old. Demographic characteristics and anthropometric measurements were questioned using a questionnaire form. Perfectionism characteristics of individuals were evaluated with “Frost Multidimensional Perfectionism Scale (FMPS)” developed to make a multidimensional assessment of perfectionism, and the findings regarding their expectations from thinness and food restriction were evaluated with the “Thinness and Restricting Expectancy Inventory (TREI) Scale”. Data collection was facilitated using a web-based questionnaire. Those who were not in the appropriate age range and did not tick the “I consent to participate in this study voluntarily” tab were excluded from the study. Results: The study population was 1,376 adults (mean age: 27.42±10.99 years; 74.4% female). The TREI total score showed a weak positive correlation with the FMPS total score (r=0.351, p<0.001), and body mass index (BMI) (r=0.288, p<0.001). In multiple regression analysis, BMI, marital status, and TREI score showed an independent association with the FMPS total score. Male sex, TREI score, fear of making mistakes, and dieting showed independent associations with BMI. Conclusions: Perfectionism is associated with body dissatisfaction, BMI, expectations regarding thinness, and dietary restriction. It is considered an influential personality trait for identifying the risk of developing eating disorders and assessing the treatment process in the future.",2024,Gulhane Medical Journal,"Ekici, E.M.; Yıldırım, Z.; Erdem, S."
D0086005,1,Embase,10.1016/j.atmosenv.2022.119122,Embase:L2017802779,"Association between short-term nitrogen dioxide exposure and outpatient visits for anxiety: A time-series study in Xi'an, China","As the most common mental disorder, anxiety heavily damages human mental health and leads to heavy health burdens. However, evidence concerning the impact of NO2 on anxiety is limited. In this study, we aimed to further explore the association between short-term NO2 exposure and anxiety outpatient visits in Xi'an, a city located in Northwest China with relatively heavy air pollution. Daily data of anxiety outpatient visits, air pollutants (PM2.5, PM10, SO2, NO2, CO, and O3), and meteorological conditions (daily mean temperature and relative humidity) from 2013 to 2019 were gathered. Then generalized additive models (GAM) was adopted to investigate the relationship between short-term NO2 exposure and the number of anxiety outpatient visits after controlling for long-term effects, holiday effects, day of the week, and weather conditions. The results showed that NO2 exposure was positively correlated with the number of daily anxiety outpatient visits: A 10 μg/m3 increase of NO2 concentration corresponded to 1.94% (95%CI: 1.19%, 2.68%) and 3.72% (95%CI: 2.35%, 5.08%) increase in anxiety outpatient visits at lag 1 and lag 07, respectively. Such a relationship showed gender differences (more obvious in females) but no age differences. More interestingly, the association between NO2 and anxiety outpatient visits showed to be more obvious during cool seasons than during warm seasons. In summary, short-term ambient NO2 exposure, especially during cool seasons, may be related to a higher risk of anxiety outpatient visits.",2022,Atmospheric Environment,"Zhou, Y.; Xu, C.; Zhang, Y.; Zhao, M.; Hu, Y.; Jiang, Y.; Li, D.; Wu, N.; Wu, L.; Li, C.; Li, Y.; Ji, A.; Cai, T."
D0034139,1,Scopus,10.1016/j.rgg.2013.04.001,Scopus:2-s2.0-84876790463,"Unconventional gold placers of the China tectonic depression (Vitim Plateau, East Siberia)","Holocene shallow (0.5-4.5 m, rarely more) and Pliocene-Pleistocene deep (>25 m) placers occur within the China tectonic depression. The shallow placers are associated with the formation of the present-day drainage valleys of the China River under permafrost conditions, and the deep ones are localized within the preglacial paleovalleys of the river basin. An integrated geological and geochemical study was carried out at ten shallow commercial placers, eight of which are classified as poorly studied and ""unconventional."" Placers are considered ""unconventional"" based on their technological characteristics (commercial gold is small (-0.25 to +0.1 mm), thin (-0.1 mm), and micron-sized or ""bound"" (invisible)), geomorphologic conditions of formation, confinement to the oxidized zone of active permafrost, significant portion of fine hydrogenic gold, and several other minor features.The formation of shallow ""unconventional"" placers is controlled by the conditions of active permafrost. Under aerobic conditions, suprapermafrost waters form an oxidized zone, in which iron hydroxides impart a yellowish reddish color to water-bearing rocks. Long-lived geochemical barriers (biogenic, reduction, electrochemical, sorption, and others), including gravitational differentiation, play an important role in the concentration of small and thin gold.Alluvial deposits in Meso-Cenozoic tectonic depressions, such as the China basin, are the most promising in terms of ""unconventional"" placers. The main f",2013,Russian Geology and Geophysics,Roslyakov N.A.
D0124942,1,Embase,,Embase:L633768483,Elevated PM2.5 increases daily hospital admission and readmission risk in chronic hemodialysis patients,"Background: Fine particulate matter (diameter < 2.5 um, PM2.5) increases the risk of hospitalization through acute exacerbations of underlying conditions. We examine the role of PM2.5 on all-cause and cause-specific admissions and readmissions among hemodialysis patients, a population with elevated hospital and 30-day readmission rates. Methods: Health data from the United States Renal Data System included individuallevel inpatient hospitalizations and events classified as rehospitalizations between 2008 and 2012 in 552 US counties. Admission rates were calculated for 1,799,928 inpatient hospitalizations. We evaluated immediate (same day) and delayed effects of a 10μg/m3 increase in PM2.5 on all-cause and cause-specific (cardiovascular, respiratory, and cerebrovascular) health associations. Daily county admission risk was measured with admission counts and expressed as a risk ratio (RR) using Conditional Poisson models stratified by county-day. This time stratified case crossover approach adjusted for changes in population size and risk characteristics by design, where each population served as its own control. Patient readmission risk was expressed as a RR and evaluated using Cox proportional hazard models with time-dependent environmental covariates controlling for meteorology, patient-specific, and event-specific variables. Results: Same day elevated PM2.5 was associated with a 0.4% (95%CI: 0.05-0.7%) increase in the RR of all-cause daily county admissions and even greater risk for increased 30-day readmission. Daily RRs associated with same day PM2.5 were increased by 1.1% (0.6-1.6%) for all-cause and 4.9% (2.3-7.7%) for cerebrovascular readmissions. At delayed exposure times cardiovascular and respiratory readmission risks were also observed but are not shown due to space constraints. Conclusions: Our results show increased risk of hospital admission and 30-day readmission associated with elevated PM2.5 for patients receiving chronic hemodialysis. These findings suggest that daily ambient air quality may impact morbidity and healthcare costs for patients with End Stage Renal Disease. This abstract does not reflect EPA policy.",2019,Journal of the American Society of Nephrology,"Wyatt, L.; Xi, Y.; Kshirsagar, A.V.; Wade, T.J.; Rappold, A.G."
D0043511,1,Scopus,10.35333/jrp.2020.242,Scopus:2-s2.0-85097296132,Crocin suppressed cold allodynia and anxiety through α2-adrenoceptors in the anterior cingulate cortex following chronic constriction injury of sciatic nerve in rats,"It is believed that α-adrenoceptors have critical contribution in the process of pain information. Anterior cingulate of cortex (ACC) is a key area of brain associated with pain perception. Pharmacological studies demonstrated that crocin, as a potent antioxidant, has analgesic effects. The underlying analgesic mechanism of the crocin is far from clear. Therefore, the present study was design to examine the interaction of anti-nociceptive effects of crocin with α<inf>1</inf>-and α<inf>2</inf>-adrenoceptors of ACC in chronic constriction injury (CCI) model of neuropathic pain. Intra-ACC injection of crocin significantly decreased cold allodynia (using acetone test) and anxiety (using elevated plus maze test) in neuropathic rats from 2 days to 6 days’ post-surgery. Co-injection of crocin and prazosin (α<inf>1</inf>-adrenoceptors antagonist, 30 μg/5μl) had no effect on the allodynia. However, co-injection of crocin and yohimbine (α<inf>2</inf>-adrenoceptors antagonist, 30 μg/5μl) significantly increased the allodynia on days 4 and 6 post-surgery as compared with CCI+crocin rats. Moreover, our data identified that neuropathy decreased open arm entries and locomotor activity. Additionally, crocin increased entries to open arms; but this increase was not significant as compared to CCI group. There was no significant difference between CCI+Crocin and CCI+crocin+prazosin groups. However, co-injection of crocin and yohimbine significantly decreased entries to open arms as compared wit",2020,Journal of Research in Pharmacy,Zohrehvand M.R.
D0126189,1,Embase,,Embase:L632802016,Nigrostriatal connectivity and the prediction of thought disturbance in early psychosis,"Background: Dopamine neurons are known to fire both tonically and phasically, resulting in tonic dopamine concentrations and spikes in those concentrations (often referred to as transients). Empirical evidence has shown elevated activity in the striatum in response to neutral stimuli which correlated with positive symptoms, in line with the proposed increased prediction errors. The increase of sponataneous phasic dopamine release in early psychosis should also be evident by altered resting state connectivity between the midbrain and its dopaminergic projections to the dorsal striatum. Given that all antipsychotics bind to striatal dopamine D2 receptors, we assumed that this altered functional connectivity would also relate to treatment efficacy of those antipsychotic agents. Using striatal seeds, and extending our own group's prior work exploring striatal connectivity, we computed an index of nigrostriatal connectivity and estimated its relationship with improvement of positive symptoms under antipsychotic monotherapy. Methods: We conducted a parcellation of subcortical midbrain structures including the substantia nigra and ventral tegmental area in two independent early phase psychosis cohorts. Early phase psychosis was defined as having an antipsychotic life time exposure of less than 52 weeks. Patients were between 15 and 40 years old and with a DSM-V-defined diagnosis of schizophrenia, schizoaffective disorder, or bipolar disorder with psychotic features and provided informed consent to participate in the study. Exclusion criteria were active alcohol or substance abuse disorders, serious medical conditions, and pregnancy. Preprocessing involved the state-of-the art Human Connectome Project pipeline and extensive correction for motion artifacts. After parcellation, we extracted the connectivity values of the striatal seeds with the substantia nigra and calculated an improved version of the striatal connectivity index with the R-package sci developed by the presenter and freely available online at http://github.com/philipphoman/sci. Results: We found that nigrostriatal connectivity was predictive of treatment efficacy in a sample of 41 patients with early phase psychosis. Indeed, individual differences in this connectivity index explained 18% of the variance of positive symptom improvement under antipsychotic treatment. Importantly, we replicated this effect in an independent replication cohort of 40 early phase psychosis patients, where we found that the identical model explained 11% of the variance in symptom improvement. Discussion: There is an urgent need for diagnostic and prognostic biomarkers in psychotic disorders, and our results suggest that nigrostriatal connectivity is a promising candidate for a prognostic biomarker for antipsychotic treatment.",2020,Schizophrenia Bulletin,"Homan, P.; Malhotra, A.; Lencz, T.; De Rosse, P."
D0018879,3,Embase; PubMed; Scopus,10.1159/000534335,Embase:L2028795732; PubMed:38011840; Scopus:2-s2.0-85178619111,Effect of Tuina Combined with Chinese Herbal Compress on Primary Dysmenorrhea with Cold Coagulation and Blood Stasis Syndrome: A Study Protocol for a Randomized Controlled Trial,"Indroduction: Primary dysmenorrhea (PD) is a very common issue in young women that reduces the quality of women’s lives. Both Western medicine and traditional Chinese medicine (TCM) provide several ways to treat PD; however, TCM treatment exhibits fewer side effects for the patient. Tuina massage and Chinese herbal compresses are considered forms of external TCM therapy that have been widely used to treat PD, especially in China. Therefore, to provide the most effective and safe treatment for PD, we combined Tuina and Chinese herbal compresses together in this observational study. Methods: A randomized controlled trial (RCT) consisting of 114 participants from the Shanghai University of Traditional Chinese Medicine who meet inclusion criteria will be divided into two groups in a 1:1 allocation ratio. The intervention group will receive Tuina combined with Chinese herbal compress therapy, while the control group will only receive Chinese herbal compress therapy. The treatment will be given 3 days before menstruation (once per day, 3 times per menstrual cycle). The primary outcome will be measured with the Visual Analog Scale (VAS). The secondary outcomes will be measured by the Dysmenorrhea Symptom Score, the Chinese Medical Dysmenorrhea Symptom Score, the Self-Rating Anxiety Scale (SAS), the Self-Rating Depression Scale (SDS), and the pain threshold at Guanyuan (CV4). Conclusion: This study will be the first RCT that will entail the combination of Tuina and Chinese herbal compresses to treat PD in the category of cold coagulation and blood stasis syndrome. If the results demonstrate that Tuina combined with a Chinese herbal compress is effective, we posit that this study will provide evidence-based references for a potential alternative treatment to treat PD in the future.",2024,Complementary Medicine Research,"Asawadethmetakul, P.; Xie, F.; Xie, C.; Ma, J.; You, Y.; Yao, F."
D0078416,1,Embase,10.1111/bjd.16998,Embase:L623983243,Prevalence of patients with self-reported hidradenitis suppurativa in a cohort of Danish blood donors: a cross-sectional study,"Background: Hidradenitis suppurativa (HS) is a chronic inflammatory skin disease characterized by recurrent inflamed nodules. No pathognomonic test is available for HS; hence the diagnosis is based on three clinical criteria. Objectives: To estimate the cross-sectional prevalence and characterize patients with HS in the Danish Blood Donor Study cohort. Methods: A questionnaire previously developed containing HS screening questions, the Major Depression Inventory, the Short Form-12, as well as questions about height, weight and drinking habits was answered by 27 765 blood donors. Results: The prevalence of HS was 1·8% [95% confidence interval (CI) 1·6–2·0%] in the cohort of Danish blood donors. Donors with HS were on average 4·7 years younger (P < 0·001), had 1·3 kg m−2 higher mean body mass index (BMI) (P < 0·001) and were significantly more likely to smoke [odds ratio (OR) 1·44, 17·9% vs. 13·1%, P = 0·002] compared with donors without HS. Furthermore, significantly more donors with HS were classified as having moderate depression (3·2% vs. 0·7%, P < 0·001). Also, significantly more patients with HS were apprenticeship educated, received educational support and sickness or cash benefits. Conclusions: The prevalence of HS in the cohort of blood donors was estimated to 1·8% (95% CI 1·6–2·0%). Donors with HS reported characteristics similar to those reported for hospital-based patients with HS such as higher BMI, smoking rates and lower socioeconomic status than donors without HS.",2019,British Journal of Dermatology,"Theut Riis, P.; Pedersen, O.B.; Sigsgaard, V.; Erikstrup, C.; Paarup, H.M.; Nielsen, K.R.; Burgdorf, K.S.; Hjalgrim, H.; Rostgaard, K.; Banasik, K.; Ullum, H.; Jemec, G.B."
D0089909,1,Embase,10.1177/21501319231213748,Embase:L642902560,Smoking and Depression Risk Reduction in a Primary Care Setting,"INTRODUCTION: Smoking is associated with many diseases and is a target for primary preventive efforts in numerous morbidities. Studies show that smoking and depression may be associated. Never-smokers are at significantly lower risk than current and former smokers. Despite this observation, the effect of smoking on depression risk reduction has not been adequately explored. The purpose of this study was to explore the effect of smoking on depression risk reduction in adult patients seen in a primary care clinic at an academic medical center 6 months after they were identified as being at risk for depression. Findings may influence the direction and intensity of our smoking cessation endeavors in patients at risk of depression who smoke. METHODS: We conducted an analytic cross-sectional study using electronic medical records of patients 18 years and older seen a primary care setting between January 1, 2019 and December 31, 2020. All participants included had an initial depression risk score (assessed by the 9-item Patient Health Questionnaire (PHQ-9)) of 5 or higher, information on smoking status and a PHQ-9 score at 6 months. We determined the percentage of patients with PHQ-9 score decrease of 5 or more at 6 months and used logistic regression to determine the association depression risk reduction (of 5 units or more) at 6 months and smoking, adjusting for demographic, clinical, and behavioral characteristics. RESULTS: Number of patients included were 120, mean age was 55 (16), years, 88 (74%) were female, 68 (57%) were African American, and 31 (26%) were Caucasian. Fifty (44%) had a history of smoking and 31 (25.8%) had improvement (ie, a decrease of 5 units or more) in their PHQ-9 score at 6 months. Smoking was associated with decreased odds of improvement in depressive symptoms (Odds ratio = 0.32, 95% Confidence interval: 0.12-0.87). CONCLUSION: Risk of depression was more likely to persist in smokers than non-smokers at 6 months. Addressing smoking behavior in those with risk of depression may be beneficial.",2023,Journal of primary care & community health,"Mahmood, N.; Goldstein, S.; Thiele, A.; Trotchie, M.; des Bordes, J."
D0087395,1,Embase,10.1101/2023.11.30.569370,Embase:L2029575973,Maternofetal transfer of human NMDAR antibodies leads to cortical network defect in the adult,"IgG antibodies that bind to the N-methyl-D-aspartate receptors (NMDAR-Ab) can be detected in up to 1 % of healthy individuals. This suggests that a considerable subgroup of pregnant women is at risk of transferring NMDAR-antibodies to the fetus. We ask whether a transient in utero exposure to human NMDAR-Ab can lead to neural network defects in adulthood. In mouse model of maternofetally transferred human NMDAR-Ab, at P51, corresponding to early adulthood in humans, we conducted two-photon calcium imaging in awake behaving mice. We found that microcircuits in NMDAR-Ab exposed mice exhibited a lower spontaneous activity and increased bursty firing. Upon visual stimulation, neurons in NMDAR-Ab exposed mice had a higher orientation selectivity. In NMDAR-Ab exposed mice, a large fraction of neurons active upon visual stimulation did not fire spontaneously, and vice versa. This dissociation is in sharp contrast to the operational principles in healthy networks, in which the majority of all neurons were co-active. These findings suggest that transient in utero exposure to NMDAR-Ab shifts cortical microcircuits to a maladaptive state persisting into adulthood, characterized by a dissociation between spontaneous and visually evoked activity. Such dissociation has long been hypothesized to play a role in the development of psychosis.",2023,bioRxiv,"Altahini, S.; Doering, J.; Kuchling, J.; Backhaus, H.; Kreye, J.; Guimaraes-Backhaus, R.; Finke, C.; Prüss, H.; Stroh, A."
D0128783,1,PsycINFO,,PsycINFO:2893931729,Olfactory identification dysfunction associated with posttraumatic stress disorder and big five personality traits,"Rates of traumatic exposure among undergraduate college students is estimated to be between 67% and 85% (Frazier et al., 2009; Moser, Hajack, Simons, & Foa, 2007), while an estimated 8% to 9% meet diagnostic criteria for Posttraumatic Stress Disorder (PTSD; Frazier et al., 2009; Read, Ouimet, White, Colder, Farrow, 2011). Dysfunction in the orbitofrontal cortex (OFC) has been associated with combat-related PTSD (e.g., Dileo et al., 2007), but has not been explored in the general population. OFC dysfunction has also been associated with two personality traits: neuroticism and extraversion. The current study sought to explore the relationship between personality, PTSD, and OFC functioning as measured by an olfactory identification (OI) task. Hypotheses were: 1) participants high on neuroticism would perform worse on the OI task than participants low on neuroticism and those high on extraversion would perform better than those low on extraversion; 2) participants with higher PTSD symptoms would exhibit poorer performance on the OI task than participants with lower PTSD symptoms; 3) there would be an interaction between personality traits and PTSD in the prediction of OI scores. One hundred and seven undergraduate college students completed clinical measures of PTSD, depression, anxiety, and mania, and an olfactory identification task. Hierarchical regression analyses revealed that neither neuroticism nor extraversion significantly predicted OI. Hierarchical regression analyses also revealed that total PTSD symptoms did not significantly predict OI. However, exploratory analyses indicated that the reexperiencing symptom cluster of PTSD had a significantly negative relationship with OI (β = -.20, p = .04). Lastly, results demonstrated that neuroticism, extraversion, and total PTSD symptoms did not significantly interact to predict OI. Exploratory analyses were conducted to explore the relationship between other personality traits/facets and OI as well as between personality traits/facets and PTSD symptom clusters. These results provide important insights into potential prevention/intervention strategies for PTSD. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",2024,Dissertation Abstracts International: Section B: The Sciences and Engineering,"Bowman, Brittany"
