dedup_id,title,candidate_topics,mental_health_signal,final_decision,one_line_reason,per_topic,model_name,criteria_version,screened_at
D0119034,Smoking and breastfeeding: How can we help mothers stop smoking?,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:32
D0043717,Methodologies of impact evaluation for ecological protection programs,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:35
D0000324,A correlation analysis between pulse transit time and instantaneous blood pressure measured indirectly by the vascular unloading method.,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:37
D0067576,A rare diagnosis in a 70-year-old: Cystic fibrosis,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:40
D0002105,Ambient temperature and mortality from unintentional cocaine overdose.,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Measured outcome is mortality from cocaine overdose, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:45
D0047445,Rising ownership of brachycephalic dogs: what can we do to intervene?,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:47
D0014901,Titrating Social Media Use During Adolescent Inpatient Psychiatric Hospitalization,,yes,EXCLUDE (no eligible topic),No specific climate hazard is mentioned in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:50
D0016079,Tobacco smoke exposure and inadequate sleep among U.S. school-aged children.,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:52
D0015154,Geographical distance to the epicenter of COVID-19 predicts the burnout of the working population: Ripple effect or typhoon eye effect?,,yes,EXCLUDE (no eligible topic),No specific hazard mentioned; focuses on COVID-19 and burnout.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:55
D0000318,Clinical problems in coronary disease are caused by wide variety of ischemic episodes that affect patients out of hospital,,yes,EXCLUDE (no eligible topic),No specific climate hazard mentioned; mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:31:58
D0119753,Chewing gum as a drug delivery system,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:00
D0045452,Ketamine Use for Cancer and Chronic Pain Management,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:03
D0012994,Whole-body cryotherapy—Promising add-on treatment of depressive disorders,,yes,EXCLUDE (no eligible topic),"No specific climate hazard is mentioned, only cryogenic temperature.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:05
D0059350,Statistical assessment and spatial analysis of Hyderabad’s lakes through: Water Quality Indices,,no,EXCLUDE (no eligible topic),"Only mentions temperature as a water quality parameter, no clear hazard.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:08
D0116464,Which drugs should not be prescribed during pregnancy,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:10
D0098821,The effect of pre-cooling or per-cooling in athletes with a spinal cord injury: A systematic review and meta-analysis,,no,EXCLUDE (no eligible topic),"Focuses on thermoregulation in athletes, not climate hazards.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:13
D0130495,Smoke & mirrors: Exploring stigma in the cannabis industry,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:15
D0122413,"Donation from donors' perspective: Psychological aspects, needs and expectations",,yes,EXCLUDE (no eligible topic),No specific climate hazard mentioned; focuses on psychological aspects of blood donation.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:18
D0103686,[Noninvasive diagnosis of coronary spasm].,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:21
D0092876,"Environmental metals, prostaglandin pathways, and immune-mediated neuroinflammation in autism spectrum disorder: A secondary analysis of peripheral biomarker st",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics identified.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:24
D0045804,"Rethinking Water and Sanitation in Challenging Environments: Lessons Learned from Installing Portable, Adaptable, Mid-Tech Household Systems",,no,EXCLUDE (no eligible topic),No specific hazard topics are mentioned in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:26
D0007384,Predictors of posttraumatic stress disorder and other psychological symptoms in trauma-exposed firefighters,wildfire,yes,EXCLUDE,wildfire:EXCLUDE,"{""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No explicit wildfire exposure linked to mental health outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:31
D0008237,"Early life exposures to home dampness, pet ownership and farm animal contact and neuropsychological development in 4 year old children: a prospective birth coho",,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:33
D0043113,Zhuangzi on ‘happy fish’ and the limits of human knowledge,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:36
D0050054,Lengths of Time of Rice Husk Biochar Incorporation before Planting Affect Soil Properties and Rice Yield,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:38
D0036858,Effect of heated humidification on adherence to continuous positive airway pressure therapy in subjects with obstructive sleep Apnea and nasopharyngeal symptoms,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:40
D0121981,Biopsychosocial correlates of psychoactive substance use in professional firefighters,,yes,EXCLUDE (no eligible topic),No specific climate hazard is mentioned in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:43
D0027718,Transition! : The transformation of the design and use of corporate architecture,,yes,EXCLUDE (no eligible topic),"No specific climate hazard mentioned, but anxiety signal present.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:46
D0040126,Beyond the shortcomings of international law: A proposal for the legal protection of climate migrants,flood; drought,no,EXCLUDE,flood:EXCLUDE | drought:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental health outcome reported.""}, ""drought"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:54
D0042006,Effects of flood and flood-control engineering on morbidity,flood,yes,EXCLUDE,flood:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Only physical morbidity outcomes reported, no mental health outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:32:58
D0025256,Suppressive therapy with levothyroxinefor solitary thyroid nodules,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:01
D0113869,The influence of exercise on stress states using psychophysiological indices,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present; study focuses on exercise and stress.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:03
D0019528,Disease-Specific α-Synuclein Seeding in Lewy Body Disease and Multiple System Atrophy Are Preserved in Formaldehyde-Fixed Paraffin-Embedded Human Brain.,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:06
D0098709,Neuropsychiatric complications in victims of Boston's Cocoanut Grove disaster,wildfire,yes,EXCLUDE,wildfire:EXCLUDE,"{""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No explicit wildfire exposure reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:11
D0034469,In vivo experimental study of thermal problems for rechargeable neurostimulators,temperature,yes,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures physical outcomes, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:15
D0101041,"Après toi, mon bel autoportrait…",,yes,EXCLUDE (no eligible topic),No specific hazard topic mentioned; mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:18
D0017736,Inhibition of HSP90 Preserves Blood–Brain Barrier Integrity after Cortical Spreading Depression,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:20
D0116280,The NSI (Noise Sensitive Index) - A suitable method for recording of acute bodily complaints caused by exposure against noise and combined exposure,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:22
D0131297,The analysis of a biopsychosocial model to assess polio survivors' likelihood of diagnosis with post-polio syndrome,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:24
D0117002,Chemical and physical microenvironments at the Viking landing sites.,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:27
D0116902,Variable threshold of exertional angina: a clue to a vasospastic component,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:29
D0108077,Cold hybrid electronics for CIRS-Cassini,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:31
D0118588,Physical therapy in the treatment of arthritis,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:34
D0027158,"Subsurface sediment accumulation patterns and their relationships with tectonic lineaments in the semi-arid Luni river basin, Rajasthan, Western India",,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:36
D0061659,Psychiatric disturbance with acute onset and offset in a Darwin evacuee.,cyclone,yes,INCLUDE,cyclone:INCLUDE,"{""cyclone"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Reports psychiatric disturbance linked to cyclone exposure.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:41
D0000877,Anticipation of pain and of pain control under hypnosis: Heart rate and blood pressure responses in the cold pressor test,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:43
D0042229,"The natural capital of offshore oil, gas, and methane hydrates in the World Ocean",,no,EXCLUDE (no eligible topic),No specific climate hazard mentioned in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:46
D0009482,Fuzzy model approach for estimating time of hospitalization due to cardiovascular diseases.,,no,EXCLUDE (no eligible topic),Temperature is mentioned but not in a clear hazard context.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:49
D0067490,"Why do young women smoke? VII COMT as a risk modifying gene for Nicotine dependence - Role of gene-gene interaction, personality, and environmental factors",,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:51
D0050189,"COVID-19: Origin, impact and management - (Part 1)",,yes,EXCLUDE (no eligible topic),Record discusses COVID-19's impact but does not mention specific climate hazards.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:53
D0026240,The protective effects of metabolic rate depression in hypoxic cold submerged frogs,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:56
D0075293,Effect of socioeconomic status on the rehospitalization of patients undergoing primary percutaneous coronary intervention,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:33:58
D0118400,A new weapon for the surgeon and the general clinician against infection,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:00
D0056520,Social Life Cycle Assessment Methodology to Capture “More-Good” and “Less-Bad” Social Impacts—Part 1: A Methodological Framework,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:03
D0128665,"Associations between co-occurring health behaviors, social determinants of health, and mental health among a diverse sample of aging adults in the US",,yes,EXCLUDE (no eligible topic),No specific hazard topics mentioned; focuses on health behaviors and mental health.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:05
D0127681,Diagnostic Test Accuracy of Histological Muscle and Skin Biopsies of Rheumatoid Arthritis Patients Revealing Objective Chronic Widespread Pain Phenomena Related,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:08
D0116694,Prevalence of vasospastic ischaemia induced by the cold pressor test or hyperventilation in patients with severe angina,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:10
D0095522,Modelling perceptual uncertainty in a thermosensory illusion across the lifespan,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:13
D0088204,Cities of Central Asia: New hotspots of air pollution in the world,,no,EXCLUDE (no eligible topic),No specific hazard topics present; focuses on air pollution.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:16
D0064284,Tobacco 'chippers'. Individual differences in tobacco dependence,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:18
D0080575,Social environmental factors as predictors of late relapse: Prospective follow up results among Quitline users in Republic of Korea,,yes,EXCLUDE (no eligible topic),"No specific climate hazard mentioned, but mental health and social context are relevant.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:20
D0030552,"The immunogenicity and safety of a nicotine vaccine in smokers and nonsmokers: Results of a randomized, placebo-controlled phase 1/2 trial",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:23
D0100976,Alexithymia is no risk factor for exacerbation in spasmodic torticollis patients,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:25
D0026474,Lateralized effects of medial prefrontal cortex lesions on neuroendocrine and autonomic stress responses in rats,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:27
D0020493,The mRNA N6-Methyladenosine Response to Dehydration in Xenopus laevis,drought,no,EXCLUDE,drought:EXCLUDE,"{""drought"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures biological responses, not human mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:31
D0124049,Novel climatization model in hospital improves the reconvalescence of urban heat-stress related lung disease progression,temperature,yes,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Measured outcomes are related to physical health, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:36
D0073805,"A double-blind, randomized, placebo-controlled trial of panax ginseng for cancer-related fatigue in patients with advanced cancer",,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:38
D0068075,Population models of temporal differentiation.,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:41
D0005552,Fire Jumpers: Description of Burns and Traumatic Injuries from a Spontaneous Mass Gathering and Celebratory Riot,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:43
D0032764,Secondhand smoke exposure and the risk of hearing loss,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:45
D0130452,Mediation of swim-stress antinociception by the opioidDelta₂ receptor in the mouse,,no,EXCLUDE (no eligible topic),The study involves cold exposure but does not relate to human populations or mental health.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:48
D0000329,The seasonality of schizophrenic births in Alberta.,temperature,yes,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:52
D0079189,Elaborating the abuse,,yes,EXCLUDE (no eligible topic),No specific climate hazard mentioned; focuses on trauma and mental health.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:55
D0039509,A longitudinal growth mixture model of child disclosure to parents across adolescence,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:34:57
D0074934,GPX1 Pro198Leu polymorphism and GSTM1 deletion do not affect selenium and mercury status in mildly exposed Amazonian women in an urban population,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:00
D0039859,A case of type I and II brugada phenocopy unmasked in a patient with normal baseline electrocardiogram (ECG),,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:02
D0079367,Further evidence for the involvement of EFL1 in a Shwachman-Diamond-like syndrome and expansion of the phenotypic features,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:05
D0103181,[Sweat depression during controlled hyperthermia in humans. Effects on sweat output and electrolytes].,,yes,EXCLUDE (no eligible topic),The title suggests a temperature-related study but lacks specific hazard context.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:08
D0131455,Case-control study on behavioral problem of girls with earlier onset of sexual development,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:10
D0054790,Mindful Eco-Wellness: Steps Toward Personal and Planetary Health,,yes,EXCLUDE (no eligible topic),"No specific hazard is mentioned, but there are mental health and human population signals.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:12
D0130055,Enhancement of short-term synaptic plasticity by prior environmental stress,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures synaptic plasticity, not mental health outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:17
D0101116,Feasibility of using ecological momentary assessment and continuous heart rate monitoring to measure stress reactivity in natural settings,,no,EXCLUDE (no eligible topic),No specific climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:20
D0059303,Thermoelectric Properties of ZnO NR/PEDOT: PSS on PET Substrates for Flexible Devices,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:22
D0006187,[Cardiac arrest due to accidental hypothermia and prolonged cardiopulmonary resuscitation].,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is related to physical health, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:27
D0124239,Changes in fear learning and extinction following controlled cortical impact and single prolonged stress in rats,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:29
D0045845,"Evaluation of exposure to primary care clinics during family medicine residency: Evidence from a training program in riyadh, saudi arabia",,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:31
D0057664,Iron Deficiency Anemia in Southern Jordanian Adolescent Girls: A Study of Prevalence and Contributing Factors,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:33
D0011405,Kidney Graft Salvage Strategies for Vascular Complications During Kidney Transplantation: A Single-center Experience,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:36
D0110080,Diagnosis and treatment of sleep disorders in children and adolescents,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:38
D0036502,Oral health-related quality of life of edentulous patients after complete dentures relining,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:41
D0081886,Combined endobronchial valve placement and minimally-invasive lobar fissure completion in patients with severe emphysema and collateral ventilation,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:43
D0085770,Commentary: Come on maybe lyse my fire? Cell-free DNA: A potential novel therapeutic target for postcardiopulmonary bypass inflammation,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:45
D0000551,"Blood Pressure, Cardiac Output and Systemic Vascular Resistance during Rest, Muscle Work, Cold Pressure Test and Psychological Stress: A Study of Mule Offspring",,yes,EXCLUDE (no eligible topic),The record discusses psychological stress but does not mention any specific climate hazard.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:47
D0109236,Basic research advances on the in vivo effects of abused solvents,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:50
D0060853,Beta blockade during and after myocardial infarction: An overview of the randomized trials,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:52
D0122103,Comparison of lower ministernotomy with limited skin incision and conventional sternotomy approach for surgical closure of atrial septal defect in children,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:54
D0018822,Candida die-off: Adverse effect and neutralization with phytotherapy approaches.,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:57
D0056515,Anthropogenic and Climate-Induced Water Storage Dynamics over the Past Two Decades in the China–Mongolia Arid Region Adjacent to Altai Mountain,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:35:59
D0119333,Sexual orientation and women's smoking,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:36:01
D0057737,Case Report: Analysis of short-term clinical efficacy of trilaciclib in patients with advanced lung neuroendocrine carcinoma undergoing chemotherapy,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:36:03
D0061654,Superconducting properties of the singlet-ground-state system (LaPr)Sn3,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:36:06
D0008023,In the eye of the storm or the bullseye of the media: Social media use during Hurricane Sandy as a predictor of post-traumatic stress,cyclone,yes,INCLUDE,cyclone:INCLUDE,"{""cyclone"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Study links Hurricane Sandy exposure to post-traumatic stress.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:36:10
D0004060,Controversies in stable coronary artery disease.,,yes,EXCLUDE (no eligible topic),"No specific climate hazard mentioned, but psychological stress indicates potential relevance.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:36:13
D0006580,Sequestration of toxic oligomers by HspB1 as a cytoprotective mechanism.,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:36:15
