dedup_id,title,candidate_topics,mental_health_signal,final_decision,one_line_reason,per_topic,model_name,criteria_version,screened_at
D0043717,Methodologies of impact evaluation for ecological protection programs,,no,EXCLUDE (no eligible topic),No eligible hazard topic or mental health signal; record discusses ecological program evaluation methodologies.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:14:26
D0000324,A correlation analysis between pulse transit time and instantaneous blood pressure measured indirectly by the vascular unloading method.,,no,EXCLUDE (no eligible topic),"Cold pressor test is a clinical cold exposure, not ambient/environmental temperature hazard; no other hazard or mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:14:30
D0067576,A rare diagnosis in a 70-year-old: Cystic fibrosis,,no,EXCLUDE (no eligible topic),No mention of any climate hazard; irrelevant to screening criteria.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:14:33
D0002105,Ambient temperature and mortality from unintentional cocaine overdose.,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is drug overdose mortality, not eligible mental-health outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:14:40
D0047445,Rising ownership of brachycephalic dogs: what can we do to intervene?,,no,EXCLUDE (no eligible topic),No hazard topics or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:14:45
D0014901,Titrating Social Media Use During Adolescent Inpatient Psychiatric Hospitalization,,yes,EXCLUDE (no eligible topic),No climate hazard topic mentioned; focuses on social media use during psychiatric hospitalization.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:14:49
D0016079,Tobacco smoke exposure and inadequate sleep among U.S. school-aged children.,,no,EXCLUDE (no eligible topic),No climate hazard topic present; focuses on tobacco smoke exposure only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:14:53
D0015154,Geographical distance to the epicenter of COVID-19 predicts the burnout of the working population: Ripple effect or typhoon eye effect?,,yes,EXCLUDE (no eligible topic),COVID-19 burnout study; no climate hazard exposure mentioned.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:14:56
D0000318,Clinical problems in coronary disease are caused by wide variety of ischemic episodes that affect patients out of hospital,,no,EXCLUDE (no eligible topic),"No climate hazard exposure; cold stimulation is a clinical test, not environmental.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:01
D0119753,Chewing gum as a drug delivery system,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:04
D0045452,Ketamine Use for Cancer and Chronic Pain Management,,no,EXCLUDE (no eligible topic),No mention of any registered hazard or mental health outcome.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:08
D0012994,Whole-body cryotherapy—Promising add-on treatment of depressive disorders,,yes,EXCLUDE (no eligible topic),"Cryotherapy is clinical cold exposure, not ambient environmental temperature.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:22
D0059350,Statistical assessment and spatial analysis of Hyderabad’s lakes through: Water Quality Indices,,no,EXCLUDE (no eligible topic),No hazard exposure or mental health signal; water quality study with lake temperature only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:25
D0116464,Which drugs should not be prescribed during pregnancy,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; drugs during pregnancy.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:29
D0098821,The effect of pre-cooling or per-cooling in athletes with a spinal cord injury: A systematic review and meta-analysis,,no,EXCLUDE (no eligible topic),No ambient temperature hazard; only body cooling for athletes with spinal cord injury.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:34
D0130495,Smoke & mirrors: Exploring stigma in the cannabis industry,,no,EXCLUDE (no eligible topic),No climate hazard topic mentioned; focuses on cannabis industry stigma.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:38
D0122413,"Donation from donors' perspective: Psychological aspects, needs and expectations",,no,EXCLUDE (no eligible topic),No climate hazard or mental health topic; record is about blood donation psychology.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:41
D0103686,[Noninvasive diagnosis of coronary spasm].,,no,EXCLUDE (no eligible topic),No climate hazard exposure present; only diagnostic tests for coronary spasm.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:45
D0092876,"Environmental metals, prostaglandin pathways, and immune-mediated neuroinflammation in autism spectrum disorder: A secondary analysis of peripheral biomarker st",,no,EXCLUDE (no eligible topic),No climate hazard topic present; focuses on biomarkers in ASD.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:15:49
D0045804,"Rethinking Water and Sanitation in Challenging Environments: Lessons Learned from Installing Portable, Adaptable, Mid-Tech Household Systems",,no,EXCLUDE (no eligible topic),No mention of any of the five climate hazards; focus on water/sanitation infrastructure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:03
D0007384,Predictors of posttraumatic stress disorder and other psychological symptoms in trauma-exposed firefighters,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; focus on firefighter trauma exposure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:07
D0008237,"Early life exposures to home dampness, pet ownership and farm animal contact and neuropsychological development in 4 year old children: a prospective birth coho",,no,EXCLUDE (no eligible topic),No hazard topic; record focuses on indoor dampness and pet exposure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:12
D0043113,Zhuangzi on ‘happy fish’ and the limits of human knowledge,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; philosophical text.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:16
D0050054,Lengths of Time of Rice Husk Biochar Incorporation before Planting Affect Soil Properties and Rice Yield,,no,EXCLUDE (no eligible topic),No climate hazard or mental health mentioned; record about soil and rice yield.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:19
D0036858,Effect of heated humidification on adherence to continuous positive airway pressure therapy in subjects with obstructive sleep Apnea and nasopharyngeal symptoms,,no,EXCLUDE (no eligible topic),No climate hazard exposure mentioned; CPAP therapy study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:23
D0121981,Biopsychosocial correlates of psychoactive substance use in professional firefighters,,yes,EXCLUDE (no eligible topic),No specific climate hazard mentioned; study on psychoactive substance use in firefighters.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:30
D0027718,Transition! : The transformation of the design and use of corporate architecture,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:34
D0040126,Beyond the shortcomings of international law: A proposal for the legal protection of climate migrants,flood; drought,no,EXCLUDE,flood:EXCLUDE | drought:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Legal/policy analysis about climate migrants, no mental health outcome measured.""}, ""drought"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No mental health outcome; focuses on legal protection of climate migrants.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:16:47
D0042006,Effects of flood and flood-control engineering on morbidity,flood,yes,INCLUDE,flood:INCLUDE,"{""flood"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Measured depressive and anxiety disorders as outcomes in flood-exposed population.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:14
D0025256,Suppressive therapy with levothyroxinefor solitary thyroid nodules,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:18
D0113869,The influence of exercise on stress states using psychophysiological indices,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; exercise and anxiety study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:21
D0019528,Disease-Specific α-Synuclein Seeding in Lewy Body Disease and Multiple System Atrophy Are Preserved in Formaldehyde-Fixed Paraffin-Embedded Human Brain.,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; focuses on alpha-synuclein seeding in neurodegenerative disease.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:25
D0098709,Neuropsychiatric complications in victims of Boston's Cocoanut Grove disaster,,yes,EXCLUDE (no eligible topic),Fire disaster not one of five hazards; mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:39
D0034469,In vivo experimental study of thermal problems for rechargeable neurostimulators,,no,EXCLUDE (no eligible topic),No eligible climate hazard; discusses device-generated heat and patient anxiety.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:43
D0101041,"Après toi, mon bel autoportrait…",,unclear,EXCLUDE (no eligible topic),No hazard topic; abstract uses 'wildfire' metaphorically.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:47
D0017736,Inhibition of HSP90 Preserves Blood–Brain Barrier Integrity after Cortical Spreading Depression,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; study on HSP90 and blood-brain barrier in CSD.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:51
D0116280,The NSI (Noise Sensitive Index) - A suitable method for recording of acute bodily complaints caused by exposure against noise and combined exposure,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is acute bodily complaints, not mental health/wellbeing.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:17:58
D0131297,The analysis of a biopsychosocial model to assess polio survivors' likelihood of diagnosis with post-polio syndrome,,no,EXCLUDE (no eligible topic),No climate hazard exposure; record focuses on post-polio syndrome.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:02
D0117002,Chemical and physical microenvironments at the Viking landing sites.,,no,EXCLUDE (no eligible topic),"Mars study, no human population or climate hazard exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:05
D0116902,Variable threshold of exertional angina: a clue to a vasospastic component,,no,EXCLUDE (no eligible topic),"Abstract discusses cold pressor test (lab exposure), not ambient cold; no other hazard or mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:11
D0108077,Cold hybrid electronics for CIRS-Cassini,,no,EXCLUDE (no eligible topic),Record about space instrument electronics; no climate hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:14
D0118588,Physical therapy in the treatment of arthritis,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal related to climate hazards.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:18
D0027158,"Subsurface sediment accumulation patterns and their relationships with tectonic lineaments in the semi-arid Luni river basin, Rajasthan, Western India",,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; geological study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:21
D0061659,Psychiatric disturbance with acute onset and offset in a Darwin evacuee.,cyclone,yes,INCLUDE,cyclone:INCLUDE,"{""cyclone"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Cyclone Tracy exposure with acute psychiatric disturbance""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:27
D0000877,Anticipation of pain and of pain control under hypnosis: Heart rate and blood pressure responses in the cold pressor test,,no,EXCLUDE (no eligible topic),"Record is about hypnosis and cold pressor test, not climate hazards.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:31
D0042229,"The natural capital of offshore oil, gas, and methane hydrates in the World Ocean",,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; record about offshore fossil fuel economics.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:35
D0009482,Fuzzy model approach for estimating time of hospitalization due to cardiovascular diseases.,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is cardiovascular hospitalization time, not mental health/wellbeing.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:45
D0067490,"Why do young women smoke? VII COMT as a risk modifying gene for Nicotine dependence - Role of gene-gene interaction, personality, and environmental factors",,no,EXCLUDE (no eligible topic),No mention of climate hazards; study on genetic and environmental factors in smoking.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:49
D0050189,"COVID-19: Origin, impact and management - (Part 1)",,yes,EXCLUDE (no eligible topic),No climate hazard topic mentioned; record is about COVID-19.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:54
D0026240,The protective effects of metabolic rate depression in hypoxic cold submerged frogs,,no,EXCLUDE (no eligible topic),Record about frog physiology in cold water; no human exposure or mental health outcome.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:18:58
D0075293,Effect of socioeconomic status on the rehospitalization of patients undergoing primary percutaneous coronary intervention,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:02
D0118400,A new weapon for the surgeon and the general clinician against infection,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; record about antiseptic agents,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:06
D0056520,Social Life Cycle Assessment Methodology to Capture “More-Good” and “Less-Bad” Social Impacts—Part 1: A Methodological Framework,,no,EXCLUDE (no eligible topic),"Methodology paper on social LCA, no hazard or mental health content.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:10
D0128665,"Associations between co-occurring health behaviors, social determinants of health, and mental health among a diverse sample of aging adults in the US",,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; focuses on health behaviors and mental health.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:14
D0127681,Diagnostic Test Accuracy of Histological Muscle and Skin Biopsies of Rheumatoid Arthritis Patients Revealing Objective Chronic Widespread Pain Phenomena Related,,no,EXCLUDE (no eligible topic),No mention of any climate hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:17
D0116694,Prevalence of vasospastic ischaemia induced by the cold pressor test or hyperventilation in patients with severe angina,,no,EXCLUDE (no eligible topic),"Clinical cold pressor test, no ambient temperature or hazard exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:21
D0095522,Modelling perceptual uncertainty in a thermosensory illusion across the lifespan,,no,EXCLUDE (no eligible topic),"Thermosensory illusion study, no environmental hazard exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:24
D0088204,Cities of Central Asia: New hotspots of air pollution in the world,,no,EXCLUDE (no eligible topic),"No mention of temperature, wildfire, flood, cyclone, or drought; only general air pollution.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:28
D0064284,Tobacco 'chippers'. Individual differences in tobacco dependence,,no,EXCLUDE (no eligible topic),"Record about tobacco smoking, no climate hazard mentioned.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:31
D0080575,Social environmental factors as predictors of late relapse: Prospective follow up results among Quitline users in Republic of Korea,,yes,EXCLUDE (no eligible topic),No climate hazard topic present; record about smoking cessation and relapse.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:35
D0030552,"The immunogenicity and safety of a nicotine vaccine in smokers and nonsmokers: Results of a randomized, placebo-controlled phase 1/2 trial",,no,EXCLUDE (no eligible topic),No climate hazard or mental-health outcome mentioned.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:39
D0100976,Alexithymia is no risk factor for exacerbation in spasmodic torticollis patients,,no,EXCLUDE (no eligible topic),No mention of climate hazards; study on alexithymia and torticollis.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:44
D0026474,Lateralized effects of medial prefrontal cortex lesions on neuroendocrine and autonomic stress responses in rats,,no,EXCLUDE (no eligible topic),Animal study on stress responses; no climate hazard or human mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:47
D0020493,The mRNA N6-Methyladenosine Response to Dehydration in Xenopus laevis,,no,EXCLUDE (no eligible topic),Non-human study on frog dehydration; no climate hazard or mental health outcome.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:19:55
D0124049,Novel climatization model in hospital improves the reconvalescence of urban heat-stress related lung disease progression,temperature,yes,INCLUDE,temperature:INCLUDE,"{""temperature"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Depression (HADS-D) measured in heat-stressed lung patients with climate control.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:06
D0073805,"A double-blind, randomized, placebo-controlled trial of panax ginseng for cancer-related fatigue in patients with advanced cancer",,yes,EXCLUDE (no eligible topic),No climate hazard; focus is cancer-related fatigue and panax ginseng.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:11
D0068075,Population models of temporal differentiation.,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; topic is computational neuroscience.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:13
D0005552,Fire Jumpers: Description of Burns and Traumatic Injuries from a Spontaneous Mass Gathering and Celebratory Riot,,no,EXCLUDE (no eligible topic),"No registered hazard topic; records about celebratory bonfire jumps, not wildfire or other hazards.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:17
D0032764,Secondhand smoke exposure and the risk of hearing loss,,no,EXCLUDE (no eligible topic),No climate hazard topic; secondhand smoke not a registered hazard.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:20
D0130452,Mediation of swim-stress antinociception by the opioidDelta₂ receptor in the mouse,,no,EXCLUDE (no eligible topic),Animal study on cold water swim stress in mice; no human environmental hazard or mental health outcome.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:25
D0000329,The seasonality of schizophrenic births in Alberta.,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is birth season pattern for schizophrenia, not measured mental health outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:36
D0079189,Elaborating the abuse,,yes,EXCLUDE (no eligible topic),No climate hazard topic; focuses on interpersonal abuse trauma.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:40
D0039509,A longitudinal growth mixture model of child disclosure to parents across adolescence,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; child disclosure study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:44
D0074934,GPX1 Pro198Leu polymorphism and GSTM1 deletion do not affect selenium and mercury status in mildly exposed Amazonian women in an urban population,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; environmental toxicology study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:48
D0039859,A case of type I and II brugada phenocopy unmasked in a patient with normal baseline electrocardiogram (ECG),,no,EXCLUDE (no eligible topic),No candidate hazard topic present; only fever as medical symptom.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:52
D0079367,Further evidence for the involvement of EFL1 in a Shwachman-Diamond-like syndrome and expansion of the phenotypic features,,no,EXCLUDE (no eligible topic),Record about genetic disorder; no climate hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:55
D0103181,[Sweat depression during controlled hyperthermia in humans. Effects on sweat output and electrolytes].,,no,EXCLUDE (no eligible topic),Controlled hyperthermia in lab; no ambient temperature exposure or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:20:59
D0131455,Case-control study on behavioral problem of girls with earlier onset of sexual development,,yes,EXCLUDE (no eligible topic),No climate hazard exposure mentioned; focuses on puberty and behavior.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:12
D0054790,Mindful Eco-Wellness: Steps Toward Personal and Planetary Health,,no,EXCLUDE (no eligible topic),No specific climate hazard topic mentioned; focuses on mindfulness and sustainability co-benefits.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:19
D0130055,Enhancement of short-term synaptic plasticity by prior environmental stress,,no,EXCLUDE (no eligible topic),Study on locust synapse; no human exposure or mental health.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:32
D0101116,Feasibility of using ecological momentary assessment and continuous heart rate monitoring to measure stress reactivity in natural settings,,yes,EXCLUDE (no eligible topic),No climate hazard topic mentioned; study on daily stress reactivity.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:35
D0059303,Thermoelectric Properties of ZnO NR/PEDOT: PSS on PET Substrates for Flexible Devices,,no,EXCLUDE (no eligible topic),Materials science paper on thermoelectric composites; no climate hazard or mental health relevance.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:38
D0006187,[Cardiac arrest due to accidental hypothermia and prolonged cardiopulmonary resuscitation].,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No mental health outcome; survival from cardiac arrest""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:45
D0124239,Changes in fear learning and extinction following controlled cortical impact and single prolonged stress in rats,,yes,EXCLUDE (no eligible topic),Animal model of TBI and PTSD; no climate hazard exposure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:49
D0045845,"Evaluation of exposure to primary care clinics during family medicine residency: Evidence from a training program in riyadh, saudi arabia",,no,EXCLUDE (no eligible topic),No climate hazard mentioned; study on family medicine training exposure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:53
D0057664,Iron Deficiency Anemia in Southern Jordanian Adolescent Girls: A Study of Prevalence and Contributing Factors,,no,EXCLUDE (no eligible topic),No climate hazard exposure mentioned; focuses on anemia and dietary factors.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:56
D0011405,Kidney Graft Salvage Strategies for Vascular Complications During Kidney Transplantation: A Single-center Experience,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; kidney transplant surgery.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:21:59
D0110080,Diagnosis and treatment of sleep disorders in children and adolescents,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; focuses on sleep disorders and depression.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:02
D0036502,Oral health-related quality of life of edentulous patients after complete dentures relining,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:05
D0081886,Combined endobronchial valve placement and minimally-invasive lobar fissure completion in patients with severe emphysema and collateral ventilation,,no,EXCLUDE (no eligible topic),No mention of any climate hazard or mental health outcome.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:09
D0085770,Commentary: Come on maybe lyse my fire? Cell-free DNA: A potential novel therapeutic target for postcardiopulmonary bypass inflammation,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; focuses on surgical inflammation.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:12
D0000551,"Blood Pressure, Cardiac Output and Systemic Vascular Resistance during Rest, Muscle Work, Cold Pressure Test and Psychological Stress: A Study of Mule Offspring",,no,EXCLUDE (no eligible topic),"Cold pressure test is lab-only thermal exposure, not environmental temperature; no mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:17
D0109236,Basic research advances on the in vivo effects of abused solvents,,no,EXCLUDE (no eligible topic),No climate hazard topic present; record about solvent abuse effects.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:22
D0060853,Beta blockade during and after myocardial infarction: An overview of the randomized trials,,no,EXCLUDE (no eligible topic),No mention of any climate hazard or mental health; focus on beta-blocker trials for MI.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:27
D0122103,Comparison of lower ministernotomy with limited skin incision and conventional sternotomy approach for surgical closure of atrial septal defect in children,,no,EXCLUDE (no eligible topic),No climate hazard; cardiac surgery comparison study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:30
D0018822,Candida die-off: Adverse effect and neutralization with phytotherapy approaches.,,no,EXCLUDE (no eligible topic),No candidate hazard topics; no mental health signal; unrelated to climate hazards.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:34
D0056515,Anthropogenic and Climate-Induced Water Storage Dynamics over the Past Two Decades in the China–Mongolia Arid Region Adjacent to Altai Mountain,,no,EXCLUDE (no eligible topic),No hazard exposure or mental health signal; focuses on water storage dynamics.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:37
D0119333,Sexual orientation and women's smoking,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal in title/abstract.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:41
D0057737,Case Report: Analysis of short-term clinical efficacy of trilaciclib in patients with advanced lung neuroendocrine carcinoma undergoing chemotherapy,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal in title or abstract.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:22:45
