conflict_group,reason,dedup_id,source,source_id,doi,title,year,first_author
heat related fatalities in wisconsin during the summer of 2012,first_author_conflict,D0106611,Embase,L370091026,,Heat-related fatalities in wisconsin during the summer of 2012,2013,Christenson
mental health outcomes at the jersey shore after hurricane sandy,first_author_conflict,D0106612,PubMed,24558743,,Mental health outcomes at the Jersey Shore after Hurricane Sandy.,2013,Boscarino JA
mental health outcomes at the jersey shore after hurricane sandy,first_author_conflict,D0106613,Scopus,2-s2.0-84890918653,,Mental health outcomes at the Jersey shore after Hurricane Sandy,2013,Boscarino J.A.
mental health outcomes at the jersey shore after hurricane sandy,first_author_conflict,D0106614,Embase,L370559750,,Mental health outcomes at the Jersey shore after Hurricane Sandy,2013,Boscarino
mental health outcomes at the jersey shore after hurricane sandy,first_author_conflict,D0106615,PsycINFO,1542019347,,Mental health outcomes at the Jersey Shore after Hurricane Sandy,2013,Boscarino
associations between air temperature and daily suicide counts in astana kazakhstan,first_author_conflict,D0106616,PubMed,24509149,,"Associations between air temperature and daily suicide counts in Astana, Kazakhstan.",2013,Grjibovski AM
associations between air temperature and daily suicide counts in astana kazakhstan,first_author_conflict,D0106617,Embase,L602062385,,"Associations between air temperature and daily suicide counts in Astana, Kazakhstan",2013,Grjibovski
optimization of the treatment of the patients presenting with chronic venous insufficiency in the lower extremities with,first_author_conflict,D0106620,PubMed,24437203,,[Optimization of the treatment of the patients presenting with chronic venous insufficiency in the lower extremities with the use of the modern methods of thalassotherapy].,2013,Badtieva VA
optimization of the treatment of the patients presenting with chronic venous insufficiency in the lower extremities with,first_author_conflict,D0106621,Scopus,2-s2.0-84894489677,,[Optimization of the treatment of the patients presenting with chronic venous insufficiency in the lower extremities with the use of the modern methods of thalassotherapy].,2013,Badtieva V.
optimization of the treatment of the patients presenting with chronic venous insufficiency in the lower extremities with,first_author_conflict,D0106622,Embase,L372448493,,[Optimization of the treatment of the patients presenting with chronic venous insufficiency in the lower extremities with the use of the modern methods of thalassotherapy].,2013,Badtieva
observation of serum protein fingerprinting in primary liver cancer patients of different chinese medical syndromes befo,first_author_conflict,D0106623,PubMed,24432678,,[Observation of serum protein fingerprinting in primary liver cancer patients of different Chinese medical syndromes before and after interventional treatment].,2013,Yang SF
observation of serum protein fingerprinting in primary liver cancer patients of different chinese medical syndromes befo,first_author_conflict,D0106624,Scopus,2-s2.0-84922395107,,Observation of serum protein fingerprinting in primary liver cancer patients of different Chinese medical syndromes before and after interventional treatment,2013,Yang S.F.
observation of serum protein fingerprinting in primary liver cancer patients of different chinese medical syndromes befo,first_author_conflict,D0106625,Embase,L604682781,,Observation of serum protein fingerprinting in primary liver cancer patients of different Chinese medical syndromes before and after interventional treatment,2013,Yang
sick day management in elderly patients with diabetes mellitus,first_author_conflict,D0106627,PubMed,24397177,,[Sick day management in elderly patients with diabetes mellitus].,2013,Suzuki S
sick day management in elderly patients with diabetes mellitus,first_author_conflict,D0106628,Embase,L372418879,,[Sick day management in elderly patients with diabetes mellitus].,2013,Suzuki
pneumomediastinum following hyperbaric oxygen therapy for carbon monoxide poisoning case report,first_author_conflict,D0106629,PubMed,24377195,,Pneumomediastinum following hyperbaric oxygen therapy for carbon monoxide poisoning: case report.,2013,Jaeger NJ
pneumomediastinum following hyperbaric oxygen therapy for carbon monoxide poisoning case report,first_author_conflict,D0106630,Embase,L372077803,,Pneumomediastinum following hyperbaric oxygen therapy for carbon monoxide poisoning: Case report,2013,Jaeger
exposure to harmful housing conditions is common in children admitted to wellington hospital,first_author_conflict,D0106631,PubMed,24362739,,Exposure to harmful housing conditions is common in children admitted to Wellington Hospital.,2013,Kelly A
exposure to harmful housing conditions is common in children admitted to wellington hospital,first_author_conflict,D0106632,Scopus,2-s2.0-84890499463,,Exposure to harmful housing conditions is common in children admitted to wellington hospital,2013,Kelly A.
exposure to harmful housing conditions is common in children admitted to wellington hospital,first_author_conflict,D0106633,Embase,L370511129,,Exposure to harmful housing conditions is common in children admitted to wellington hospital,2013,Kelly
dynamics of smoking cessation and health related quality of life among canadians,first_author_conflict,D0106636,PubMed,24257905,,Dynamics of smoking cessation and health-related quality of life among Canadians.,2013,Shields M
dynamics of smoking cessation and health related quality of life among canadians,first_author_conflict,D0106637,Embase,L611477068,,Dynamics of smoking cessation and health-related quality of life among Canadians,2013,Shields
role of phgg as a dietary fiber a review article,first_author_conflict,D0106638,PubMed,24212352,,Role of PHGG as a dietary fiber: a review article.,2013,Quartarone G
role of phgg as a dietary fiber a review article,first_author_conflict,D0106639,Scopus,2-s2.0-84894156423,,Role of PHGG as a dietary fiber: A review article,2013,Quartarone G.
role of phgg as a dietary fiber a review article,first_author_conflict,D0106640,Embase,L372386644,,Role of PHGG as a dietary fiber: A review article,2013,Quartarone
conservative treatment in early cervical cancer,first_author_conflict,D0106641,PubMed,24170987,,Conservative treatment in early cervical cancer.,2013,Karimi-Zarchi M
conservative treatment in early cervical cancer,first_author_conflict,D0106642,Scopus,2-s2.0-84884561917,,Conservative treatment in early cervical cancer,2013,Karimi-Zarchi M.
conservative treatment in early cervical cancer,first_author_conflict,D0106643,Embase,L369883970,,Conservative treatment in early cervical cancer,2013,Karimi-Zarchi
protecting residents health during sandy recovery,first_author_conflict,D0106644,PubMed,24165532,,Protecting residents' health during Sandy recovery.,2013,O'Dowd ME
protecting residents health during sandy recovery,first_author_conflict,D0106645,Embase,L563083948,,Protecting residents' health during Sandy recovery.,2013,O'Dowd
cold minded thinking the role of emotional intelligence and emotional stability in machiavellian decision making,first_author_conflict,D0106646,PubMed,24142289,,[Cold-minded thinking? The role of emotional intelligence and emotional stability in Machiavellian decision-making].,2013,Szíjjártó L
cold minded thinking the role of emotional intelligence and emotional stability in machiavellian decision making,first_author_conflict,D0106647,Scopus,2-s2.0-84892145034,,[Cold-minded thinking? The role of emotional intelligence and emotional stability in Machiavellian decision-making].,2013,Szíjjártó L.
cold minded thinking the role of emotional intelligence and emotional stability in machiavellian decision making,first_author_conflict,D0106648,Embase,L563022612,,[Cold-minded thinking? The role of emotional intelligence and emotional stability in Machiavellian decision-making].,2013,Szíjjártó
cold minded thinking the role of emotional intelligence and emotional stability in machiavellian decision making,first_author_conflict,D0106649,Embase,L603386981,,[Cold-minded thinking? The role of emotional intelligence and emotional stability in Machiavellian decision-making],2013,Szíjjártó
anorexia nervosa obesity and bone metabolism,first_author_conflict,D0106651,PubMed,24079076,,"Anorexia nervosa, obesity and bone metabolism.",2013,Misra M
anorexia nervosa obesity and bone metabolism,first_author_conflict,D0106652,Embase,L370194460,,"Anorexia nervosa, obesity and bone metabolism.",2013,Misra
pulmonary embolism as a cause of cardiac arrest hypothermia in post resuscitation period cooling therapy,first_author_conflict,D0106653,PubMed,24073561,,[Pulmonary embolism as a cause of cardiac arrest: hypothermia in post-resuscitation period (cooling therapy)].,2013,Niković V
pulmonary embolism as a cause of cardiac arrest hypothermia in post resuscitation period cooling therapy,first_author_conflict,D0106654,Embase,L606763782,,Pulmonary embolism as a cause of cardiac arrest: hypothermia in post-resuscitation period (cooling therapy),2013,Niković
surveillance of injuries in eastern north carolina following hurricane irene using emergency department data,first_author_conflict,D0106655,PubMed,24044143,,Surveillance of injuries in Eastern North Carolina following Hurricane Irene using emergency department data.,2013,Miller JA
surveillance of injuries in eastern north carolina following hurricane irene using emergency department data,first_author_conflict,D0106656,Scopus,2-s2.0-84887169871,,Surveillance of injuries in Eastern North Carolina following Hurricane Irene using emergency department data.,2013,Miller J.
surveillance of injuries in eastern north carolina following hurricane irene using emergency department data,first_author_conflict,D0106657,Embase,L370194405,,Surveillance of injuries in Eastern North Carolina following Hurricane Irene using emergency department data.,2013,Miller
how natural disasters change natural patterns coccidioidomycosis imported to new orleans,first_author_conflict,D0106660,PubMed,24015428,,How natural disasters change natural patterns: coccidioidomycosis imported to New Orleans.,2013,Schieffelin JS
how natural disasters change natural patterns coccidioidomycosis imported to new orleans,first_author_conflict,D0106661,Scopus,2-s2.0-84891637780,,How natural disasters change natural patterns: coccidioidomycosis imported to New Orleans.,2013,Schieffelin J.S.
how natural disasters change natural patterns coccidioidomycosis imported to new orleans,first_author_conflict,D0106662,Embase,L563010849,,How natural disasters change natural patterns: coccidioidomycosis imported to New Orleans.,2013,Schieffelin
how natural disasters change natural patterns coccidioidomycosis imported to new orleans,first_author_conflict,D0106663,Embase,L603746535,,How natural disasters change natural patterns: coccidioidomycosis imported to New Orleans,2013,Schieffelin
proteolytic signaling mechanisms in skeletal muscles in patients with alcohol induced muscle disease,first_author_conflict,D0106664,PubMed,25509879,,[Proteolytic signaling mechanisms in skeletal muscles in patients with alcohol-induced muscle disease].,2013,Shenkman BS
proteolytic signaling mechanisms in skeletal muscles in patients with alcohol induced muscle disease,first_author_conflict,D0106665,Embase,L602070434,,[Proteolytic signaling mechanisms in skeletal muscles in patients with alcohol-induced muscle disease],2013,Shenkman
hospitalizations for unintentional injuries among canadian adults in areas with a high percentage of aboriginal identity,first_author_conflict,D0106666,PubMed,23987217,,Hospitalizations for unintentional injuries among Canadian adults in areas with a high percentage of Aboriginal-identity residents.,2013,Finès P
hospitalizations for unintentional injuries among canadian adults in areas with a high percentage of aboriginal identity,first_author_conflict,D0106667,Embase,L1369733068,,Hospitalizations for unintentional injuries among Canadian adults in areas with a high percentage of Aboriginal-identity residents,2013,Finès
treatment of irritable bowel syndrome by chinese medicine and pharmacy an analysis of data mining on experiences of expe,first_author_conflict,D0106668,PubMed,23980353,,[Treatment of irritable bowel syndrome by Chinese medicine and pharmacy: an analysis of data mining on experiences of experts].,2013,Zhang BH
treatment of irritable bowel syndrome by chinese medicine and pharmacy an analysis of data mining on experiences of expe,first_author_conflict,D0106669,Scopus,2-s2.0-84907227676,,[Treatment of irritable bowel syndrome by Chinese medicine and pharmacy: an analysis of data mining on experiences of experts].,2013,Zhang B.H.
treatment of irritable bowel syndrome by chinese medicine and pharmacy an analysis of data mining on experiences of expe,first_author_conflict,D0106670,Embase,L563086437,,[Treatment of irritable bowel syndrome by Chinese medicine and pharmacy: an analysis of data mining on experiences of experts].,2013,Zhang
serum sodium and potassium levels in cerebro vascular accident patients,first_author_conflict,D0106671,PubMed,23966823,,Serum Sodium and Potassium Levels in Cerebro-vascular Accident Patients.,2013,Farahmand F
serum sodium and potassium levels in cerebro vascular accident patients,first_author_conflict,D0106672,Scopus,2-s2.0-84877122005,,Serum sodium and potassium levels in cerebro-vascular accident patients,2013,Farahmand S.
serum sodium and potassium levels in cerebro vascular accident patients,first_author_conflict,D0106673,Embase,L368859347,,Serum sodium and potassium levels in cerebro-vascular accident patients,2013,Farahmand
the katrina cocktail,title_short_or_generic,D0106674,PubMed,23909206,,The Katrina cocktail.,2013,Lampton LM
the katrina cocktail,title_short_or_generic,D0106675,Embase,L369741034,,The Katrina cocktail.,2013,Lampton
sleep deprivation and its consequences on house officers and postgraduate trainees,first_author_conflict,D0106676,PubMed,23905463,,Sleep deprivation and its consequences on house officers and postgraduate trainees.,2013,Mustahsan SM
sleep deprivation and its consequences on house officers and postgraduate trainees,first_author_conflict,D0106677,Scopus,2-s2.0-84875529787,,Sleep deprivation and its consequences on house officers and postgraduate trainees,2013,Mustahsan S.M.
sleep deprivation and its consequences on house officers and postgraduate trainees,first_author_conflict,D0106678,Embase,L368611777,,Sleep deprivation and its consequences on house officers and postgraduate trainees,2013,Mustahsan
infanticide or murder in a forensic psychiatric assessment a case study 5 fold infanticide the search of psychopathology,first_author_conflict,D0106679,PubMed,23885547,,[Infanticide or murder in a forensic psychiatric assessment. A case study 5-fold infanticide--the search of psychopathology].,2013,Heitzman J
infanticide or murder in a forensic psychiatric assessment a case study 5 fold infanticide the search of psychopathology,first_author_conflict,D0106680,Scopus,2-s2.0-84879335031,,Infanticide or murder in a forensic psychiatric assessment - A case study. 5-fold infanticide - The search of psychopathology,2013,Heitzman J.
infanticide or murder in a forensic psychiatric assessment a case study 5 fold infanticide the search of psychopathology,first_author_conflict,D0106681,Embase,L369176913,,Infanticide or murder in a forensic psychiatric assessment - A case study. 5-fold infanticide - The search of psychopathology,2013,Heitzman
infanticide or murder in a forensic psychiatric assessment a case study 5 fold infanticide the search of psychopathology,first_author_conflict,D0106682,PsycINFO,1627982946,,Infanticide or murder in a forensic psychiatric assessment—A case study. 5-fold infanticide—The search of psychopathology,2013,Heitzman
occupational exposures and symptoms among firefighters and police during the carmel forest fire the carmel cohort study,first_author_conflict,D0106683,PubMed,23882893,,Occupational exposures and symptoms among firefighters and police during the carmel forest fire: the Carmel cohort study.,2013,Amster ED
occupational exposures and symptoms among firefighters and police during the carmel forest fire the carmel cohort study,first_author_conflict,D0106684,Scopus,2-s2.0-84879519985,,Occupational exposures and symptoms among firefighters and police during the carmel forest fire: The carmel cohort study,2013,Amster E.D.
occupational exposures and symptoms among firefighters and police during the carmel forest fire the carmel cohort study,first_author_conflict,D0106685,Embase,L369207915,,Occupational exposures and symptoms among firefighters and police during the carmel forest fire: The carmel cohort study,2013,Amster
treatment of refractory depression patients of yin deficiency inner heat syndrome by jieyu granule combined paroxetine a,first_author_conflict,D0106686,PubMed,23841263,,[Treatment of refractory depression patients of yin deficiency inner heat syndrome by jieyu granule combined paroxetine: an efficacy observation].,2013,Liu J
treatment of refractory depression patients of yin deficiency inner heat syndrome by jieyu granule combined paroxetine a,first_author_conflict,D0106687,Scopus,2-s2.0-84897967686,,[Treatment of refractory depression patients of yin deficiency inner heat syndrome by jieyu granule combined paroxetine: an efficacy observation].,2013,Liu J.
treatment of refractory depression patients of yin deficiency inner heat syndrome by jieyu granule combined paroxetine a,first_author_conflict,D0106688,Embase,L603113364,,[Treatment of refractory depression patients of yin deficiency inner heat syndrome by jieyu granule combined paroxetine: an efficacy observation],2013,Liu
common lung conditions environmental pollutants and lung disease,first_author_conflict,D0106692,PubMed,23767420,,Common lung conditions: environmental pollutants and lung disease.,2013,Delzell JE
common lung conditions environmental pollutants and lung disease,first_author_conflict,D0106693,Embase,L369611846,,Common lung conditions: environmental pollutants and lung disease.,2013,Delzell Jr.
colombia out of the eye of the hurricane but still close,first_author_conflict,D0106695,PubMed,23748938,,"[Colombia: out of the eye of the hurricane, but still close].",2013,Pérez Gómez A
colombia out of the eye of the hurricane but still close,first_author_conflict,D0106696,Embase,L603376952,,"[Colombia: out of the eye of the hurricane, but still close]",2013,Pérez Gómez
impact of cardiac drug intake on adaptation to high temperatures in patients with cardiovascular diseases under conditio,first_author_conflict,D0106697,PubMed,23720845,,[Impact of cardiac drug intake on adaptation to high temperatures in patients with cardiovascular diseases under conditions of the abnormally hot summer of 2010].,2013,Ageev FT
impact of cardiac drug intake on adaptation to high temperatures in patients with cardiovascular diseases under conditio,first_author_conflict,D0106698,Embase,L369186744,,[Impact of cardiac drug intake on adaptation to high temperatures in patients with cardiovascular diseases under conditions of the abnormally hot summer of 2010].,2013,Ageev
differentially expressed proteins in serum among different chinese medical syndrome types of primary liver cancer in the,first_author_conflict,D0106699,PubMed,23713241,,[Differentially expressed proteins in serum among different Chinese medical syndrome types of primary liver cancer in the perioperative period of interventional treatment].,2013,Yang SF
differentially expressed proteins in serum among different chinese medical syndrome types of primary liver cancer in the,first_author_conflict,D0106700,Scopus,2-s2.0-84897968426,,[Differentially expressed proteins in serum among different Chinese medical syndrome types of primary liver cancer in the perioperative period of interventional treatment].,2013,Yang S.
differentially expressed proteins in serum among different chinese medical syndrome types of primary liver cancer in the,first_author_conflict,D0106701,Embase,L603023119,,[Differentially expressed proteins in serum among different Chinese medical syndrome types of primary liver cancer in the perioperative period of interventional treatment],2013,Yang
endoscopic low temperature plasma radiofrequency ablation with acellular dermal matrix patch for chronic abdominal wall ,first_author_conflict,D0106702,PubMed,23672132,,[Endoscopic low-temperature plasma radiofrequency ablation with acellular dermal matrix patch for chronic abdominal wall sinus].,2013,Yao J
endoscopic low temperature plasma radiofrequency ablation with acellular dermal matrix patch for chronic abdominal wall ,first_author_conflict,D0106703,Scopus,2-s2.0-84891498378,,[Endoscopic low-temperature plasma radiofrequency ablation with acellular dermal matrix patch for chronic abdominal wall sinus].,2013,Yao J.
endoscopic low temperature plasma radiofrequency ablation with acellular dermal matrix patch for chronic abdominal wall ,first_author_conflict,D0106704,Embase,L563006367,,[Endoscopic low-temperature plasma radiofrequency ablation with acellular dermal matrix patch for chronic abdominal wall sinus].,2013,Yao
endoscopic low temperature plasma radiofrequency ablation with acellular dermal matrix patch for chronic abdominal wall ,first_author_conflict,D0106705,Embase,L603058354,,[Endoscopic low-temperature plasma radiofrequency ablation with acellular dermal matrix patch for chronic abdominal wall sinus],2013,Yao
postoperative hypersensitivity and its relationship to preparation variables in class i resin based composite restoratio,first_author_conflict,D0106706,PubMed,23631638,,Postoperative hypersensitivity and its relationship to preparation variables in Class I resin-based composite restorations: findings from the practitioners engaged in applied research and learning (PEARL) Network. Part 1.,2013,Berkowitz G
postoperative hypersensitivity and its relationship to preparation variables in class i resin based composite restoratio,first_author_conflict,D0106707,Scopus,2-s2.0-84883436623,,Postoperative hypersensitivity and its relationship to preparation variables in Class I resin-based composite restorations: findings from the practitioners engaged in applied research and learning (PEARL) Network. Part 1.,2013,Berkowitz G.
postoperative hypersensitivity and its relationship to preparation variables in class i resin based composite restoratio,first_author_conflict,D0106708,Embase,L563063287,,Postoperative hypersensitivity and its relationship to preparation variables in Class I resin-based composite restorations: findings from the practitioners engaged in applied research and learning (PEARL) Network. Part 1.,2013,Berkowitz
restoration variables and postoperative hypersensitivity in class i restorations pearl network findings part 2,first_author_conflict,D0106709,PubMed,23627487,,Restoration variables and postoperative hypersensitivity in Class I restorations: PEARL Network findings. Part 2.,2013,Blanchard P
restoration variables and postoperative hypersensitivity in class i restorations pearl network findings part 2,first_author_conflict,D0106710,Scopus,2-s2.0-84883326151,,Restoration variables and postoperative hypersensitivity in Class I restorations: PEARL Network findings. Part 2.,2013,Blanchard P.
restoration variables and postoperative hypersensitivity in class i restorations pearl network findings part 2,first_author_conflict,D0106711,Embase,L563062137,,Restoration variables and postoperative hypersensitivity in Class I restorations: PEARL Network findings. Part 2.,2013,Blanchard
detection and genotyping of human respiratory viruses in clinical specimens from children with acute respiratory tract i,first_author_conflict,D0106715,PubMed,23546463,,Detection and genotyping of human respiratory viruses in clinical specimens from children with acute respiratory tract infections.,2013,Culebras E
detection and genotyping of human respiratory viruses in clinical specimens from children with acute respiratory tract i,first_author_conflict,D0106716,Scopus,2-s2.0-84877786425,,Detection and genotyping of human respiratory viruses in clinical specimens from children with acute respiratory tract infections,2013,Culebras E.
detection and genotyping of human respiratory viruses in clinical specimens from children with acute respiratory tract i,first_author_conflict,D0106717,Embase,L368920969,,Detection and genotyping of human respiratory viruses in clinical specimens from children with acute respiratory tract infections,2013,Culebras
determinant factors of health in rural women in their perimenopausal period,first_author_conflict,D0106718,PubMed,23540220,,Determinant factors of health in rural women in their perimenopausal period.,2013,Iwanowicz-Palus GJ
determinant factors of health in rural women in their perimenopausal period,first_author_conflict,D0106719,Scopus,2-s2.0-84875600929,,Determinant factors of health in rural women in their perimenopausal period,2013,Iwanowicz-Palus G.
determinant factors of health in rural women in their perimenopausal period,first_author_conflict,D0106720,Embase,L368623047,,Determinant factors of health in rural women in their perimenopausal period,2013,Iwanowicz-Palus
non invasive ventilation in severe asthma attacks,first_author_conflict,D0106724,PubMed,23511354,,Non-invasive ventilation in severe asthma attacks.,2013,Diehl JL
non invasive ventilation in severe asthma attacks,first_author_conflict,D0106725,Scopus,2-s2.0-84887120014,,Non-invasive ventilation in severe asthma attacks,2013,Diehl J.L.
non invasive ventilation in severe asthma attacks,first_author_conflict,D0106726,Embase,L370179149,,Non-invasive ventilation in severe asthma attacks,2013,Diehl
aortic valve surgery in a patient with cold agglutinin disease effectiveness of continuous retrograde cardioplegia,first_author_conflict,D0106728,PubMed,23445641,,[Aortic valve surgery in a patient with cold agglutinin disease; effectiveness of continuous retrograde cardioplegia].,2013,Miyaki Y
aortic valve surgery in a patient with cold agglutinin disease effectiveness of continuous retrograde cardioplegia,first_author_conflict,D0106729,Scopus,2-s2.0-84891620693,,Aortic valve surgery in a patient with cold agglutinin disease; effectiveness of continuous retrograde cardioplegia,2013,Miyaki Y.
aortic valve surgery in a patient with cold agglutinin disease effectiveness of continuous retrograde cardioplegia,first_author_conflict,D0106730,Embase,L563008572,,[Aortic valve surgery in a patient with cold agglutinin disease; effectiveness of continuous retrograde cardioplegia].,2013,Miyaki
aortic valve surgery in a patient with cold agglutinin disease effectiveness of continuous retrograde cardioplegia,first_author_conflict,D0106731,Embase,L613745049,,Aortic valve surgery in a patient with cold agglutinin disease; effectiveness of continuous retrograde cardioplegia,2013,Miyaki
keeping older patients healthy and safe as they travel,first_author_conflict,D0106735,PubMed,23326818,,Keeping older patients healthy and safe as they travel.,2013,Schlaudecker JD
keeping older patients healthy and safe as they travel,first_author_conflict,D0106736,Embase,L369590974,,Keeping older patients healthy and safe as they travel,2013,Schlaudecker
replantation and reconstruction vs terminalization in the treatment of amputation of the digits,first_author_conflict,D0106740,PubMed,24734334,,[Replantation and reconstruction vs terminalization in the treatment of amputation of the digits].,2013,Dec P
replantation and reconstruction vs terminalization in the treatment of amputation of the digits,first_author_conflict,D0106741,Scopus,2-s2.0-84899733391,,[Replantation and reconstruction vs terminalization in the treatment of amputation of the digits].,2013,Dec P.
replantation and reconstruction vs terminalization in the treatment of amputation of the digits,first_author_conflict,D0106742,Embase,L373010156,,[Replantation and reconstruction vs terminalization in the treatment of amputation of the digits].,2013,Dec
the effect of high tone external muscle stimulation on symptoms and electrophysiological parameters of uremic peripheral,first_author_conflict,D0106744,PubMed,23249529,,The effect of high-tone external muscle stimulation on symptoms and electrophysiological parameters of uremic peripheral neuropathy.,2013,Strempska B
the effect of high tone external muscle stimulation on symptoms and electrophysiological parameters of uremic peripheral,first_author_conflict,D0106745,Embase,L366386860,,The effect of high-tone external muscle stimulation on symptoms and electrophysiological parameters of uremic peripheral neuropathy.,2013,Strempska
the use of ozonated sea buckthorn oil in the prevention and treatment of tobacco dependence periodontitis in the experim,first_author_conflict,D0106746,PubMed,26638475,,[THE USE OF OZONATED SEA BUCKTHORN OIL IN THE PREVENTION AND TREATMENT OF TOBACCO DEPENDENCE PERIODONTITIS IN THE EXPERIMENT].,2014,Zubachyk V
the use of ozonated sea buckthorn oil in the prevention and treatment of tobacco dependence periodontitis in the experim,first_author_conflict,D0106747,Embase,L607661986,,THE USE OF OZONATED SEA BUCKTHORN OIL IN THE PREVENTION AND TREATMENT OF TOBACCO DEPENDENCE PERIODONTITIS IN THE EXPERIMENT,2014,Zubachyk
clinical experience and impact of a community led volunteer atmospheric haze clinic in singapore,first_author_conflict,D0106749,PubMed,26466431,,CLINICAL EXPERIENCE AND IMPACT OF A COMMUNITY-LED VOLUNTEER ATMOSPHERIC HAZE CLINIC IN SINGAPORE.,2014,Yeo B
clinical experience and impact of a community led volunteer atmospheric haze clinic in singapore,first_author_conflict,D0106750,Scopus,2-s2.0-84944931031,,Clinical experience and impact of a community-led volunteer atmospheric haze clinic in singapore,2014,Yeo B.
winter hazards in manufacturing,first_author_conflict,D0106751,PubMed,25980265,,Winter hazards in manufacturing.,2014,McNeill S
winter hazards in manufacturing,first_author_conflict,D0106752,Embase,L604694031,,Winter hazards in manufacturing,2014,McNeill
the ability to use meldonium as adaptogen in winter in patients with cardiovascular disease,first_author_conflict,D0106754,PubMed,25675721,,[The ability to use meldonium as adaptogen in winter in patients with cardiovascular disease].,2014,Smirnova MD
the ability to use meldonium as adaptogen in winter in patients with cardiovascular disease,first_author_conflict,D0106755,Embase,L603219862,,[The ability to use meldonium as adaptogen in winter in patients with cardiovascular disease],2014,Smirnova
dissection with harmonic scalpel versus cold instruments in parotid surgery,first_author_conflict,D0106756,PubMed,25675661,,Dissection with harmonic scalpel versus cold instruments in parotid surgery.,2014,Deganello A
dissection with harmonic scalpel versus cold instruments in parotid surgery,first_author_conflict,D0106757,Scopus,2-s2.0-84925231727,,Dissection with harmonic scalpel versus cold instruments in parotid surgery,2014,Deganello A.
how to efficiently conduct a physiological examination of a child from the viewpoint of a medical technologist,first_author_conflict,D0106758,PubMed,25669030,,[How to efficiently conduct a physiological examination of a child--from the viewpoint of a medical technologist].,2014,Yamadera Y
how to efficiently conduct a physiological examination of a child from the viewpoint of a medical technologist,first_author_conflict,D0106759,Scopus,2-s2.0-84964315800,,How to efficiently conduct a physiological examination of a child--from the viewpoint of a medical technologist,2014,Yamadera Y.
how to efficiently conduct a physiological examination of a child from the viewpoint of a medical technologist,first_author_conflict,D0106760,Embase,L609280969,,How to efficiently conduct a physiological examination of a child--from the viewpoint of a medical technologist,2014,Yamadera
rain rain go away,first_author_conflict,D0106761,PubMed,25668977,,"Rain, rain, go away.",2014,Mourant A
rain rain go away,first_author_conflict,D0106762,Scopus,2-s2.0-84925284256,,"Rain, rain, go away",2014,Mourant A.
rain rain go away,first_author_conflict,D0106763,Embase,L603230865,,"Rain, rain, go away",2014,Mourant
characteristics of caffeine intoxication related death in tokyo japan between 2008 and 2013,first_author_conflict,D0106764,PubMed,25651621,,"Characteristics of caffeine intoxication-related death in Tokyo, Japan, between 2008 and 2013.",2014,Suzuki H
characteristics of caffeine intoxication related death in tokyo japan between 2008 and 2013,first_author_conflict,D0106765,Scopus,2-s2.0-84925285310,,"Characteristics of caffeine intoxication-related death in Tokyo, Japan, between 2008 and 2013",2014,Suzuki H.
characteristics of caffeine intoxication related death in tokyo japan between 2008 and 2013,first_author_conflict,D0106766,Embase,L603210237,,"Characteristics of caffeine intoxication-related death in Tokyo, Japan, between 2008 and 2013",2014,Suzuki
exercise induced asthma in athletes a review,first_author_conflict,D0106767,PubMed,25647995,,[Exercise-induced asthma in athletes--a review].,2014,Vuljanko IM
exercise induced asthma in athletes a review,first_author_conflict,D0106768,Scopus,2-s2.0-84922710149,,Exercise-induced asthma in athletes - A review,2014,Vuljanko I.M.
selective serotonin reuptake inhibitor discontinuation during pregnancy at what risk,first_author_conflict,D0106769,PubMed,25642484,,Selective serotonin reuptake inhibitor discontinuation during pregnancy: at what risk?,2014,Ejaz R
selective serotonin reuptake inhibitor discontinuation during pregnancy at what risk,first_author_conflict,D0106770,Scopus,2-s2.0-84918774262,,Selective serotonin reuptake inhibitor discontinuation during pregnancy: At what risk?,2014,Ejaz R.
selective serotonin reuptake inhibitor discontinuation during pregnancy at what risk,first_author_conflict,D0106771,Embase,L600884052,,Selective serotonin reuptake inhibitor discontinuation during pregnancy: At what risk?,2014,Ejaz
smoking and secondhand smoking in zhejiang province china,first_author_conflict,D0106772,PubMed,25623451,,"[Smoking and secondhand smoking in Zhejiang province, China].",2014,Xu Y
smoking and secondhand smoking in zhejiang province china,first_author_conflict,D0106773,Embase,L604565627,,"Smoking and secondhand smoking in Zhejiang province, China",2014,Xu
preliminary study on relationship of disease syndrome symptom of ovulatory disorder infertility based on factor analysis,first_author_conflict,D0106774,PubMed,25612455,,[Preliminary study on relationship of disease-syndrome-symptom of ovulatory disorder infertility based on factor analysis].,2014,Li M
preliminary study on relationship of disease syndrome symptom of ovulatory disorder infertility based on factor analysis,first_author_conflict,D0106775,Scopus,2-s2.0-84925286398,,[Preliminary study on relationship of disease-syndrome-symptom of ovulatory disorder infertility based on factor analysis],2014,Li M.
preliminary study on relationship of disease syndrome symptom of ovulatory disorder infertility based on factor analysis,first_author_conflict,D0106776,Embase,L603223260,,[Preliminary study on relationship of disease-syndrome-symptom of ovulatory disorder infertility based on factor analysis],2014,Li
outpatient endometrial biopsy with pipelle vs diagnostic dilatation and curettage,first_author_conflict,D0106777,PubMed,25603664,,Outpatient endometrial biopsy with Pipelle vs diagnostic dilatation and curettage.,2014,Rauf R
